ID,year,test,theme,subtheme,portuguese,english,answer,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_english,P-value_english,ratio_english,responses_portuguese,P-value_portuguese,ratio_portuguese
70,2022,Teórica II,Farmacologia,,"Um paciente previamente emétrope de 40 anos de idade com histórico de epilepsia refere visão embaçada para longe de aparecimento súbito em ambos os olhos. Apresenta miopia de -4,50 dioptrias esfericas em ambos os olhos atingindo acuidade visual normal. Qual a provável causa? a) Acidente vascular cerebral. b) Uso de topiramato. c) Ectopia lentis. d) Catarata.","A previously emmetropic 40-year-old patient with a history of epilepsy reports sudden onset blurred vision in both eyes. He has myopia of -4.50 spherical diopters in both eyes, reaching normal visual acuity. What is the likely cause? a) Stroke. b) Use of topiramate. c) Ectopia lentis. d) Cataract.",b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
71,2022,Teórica II,Refração,,"Assinale a alternativa que correlaciona corretamente as colunas. I - Astigmatismo hipermetrópico composto a favor da regra. II - Astigmatismo miópico composto contra a regra. III- Anisometropia astigmática. IV - Anisometropia antimetrópica. A - Olho direito: -1,00 dioptrias esfericas -1,50 dioptrias cilindricas x 90° Olho esquerdo: -1,00 dioptrias esfericas -1,50 dioptrias cilindricas x 90°. B - Olho direito: +5,00 dioptrias esfericas Olho esquerdo: -1,00 dioptrias esfericas. C - olho direito: +5,00 dioptrias esfericas -5,00 dioptrais cilindricas x 90° olho esquerdo: +1,00 dioptrias esfericas -1,00 dioptrias cilindricas x 90°.  D - olho direito: +5,00 dioptrias esfericas +2,50 dioptrias cilindricas x 90° olho esquerdo: +5,00 dioptrias esfericas +2,50 dioptrias cilindricas x 90°.",Mark the alternative that correctly correlates the columns. I - Compound hypermetropic astigmatism in favor of the rule. II - Compound myopic astigmatism against the rule. III- Astigmatic anisometropia. IV - Antimetropic anisometropia. A - Right eye: -1.00 spherical diopters -1.50 cylindrical diopters x 90° Left eye: -1.00 spherical diopters -1.50 cylindrical diopters x 90°. B - Right eye: +5.00 spherical diopters Left eye: -1.00 spherical diopters. C - right eye: +5.00 spherical diopters -5.00 cylindrical diopters x 90° left eye: +1.00 spherical diopters -1.00 cylindrical diopters x 90°. D - right eye: +5.00 spherical diopters +2.50 cylindrical diopters x 90° left eye: +5.00 spherical diopters +2.50 cylindrical diopters x 90°.,c,b,b,c,c,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,b,b,0.043989589915272576,0.7,b,5.133013955782584e-05,1.0
72,2022,Teórica II,Refração,,"Classifique os astigmatismos abaixo de acordo com a ceratometria central. Considere o astigmatismo interno insignificante.

I- 44,00 @ 90° x 42,00 @ 180°.
II- 44,00 @ 180° x 42,00 @ 90°.
III- 44,00 @ 45° x 42,00 @ 135°.

A- Astigmatismo a favor da regra.
B- Astigmatismo contra a regra.
C- Astigmatismo oblíquo.

a)I: A, II: B, III: C.
b)I: A, II: C, III: B.
c)I: B, II: A, III: C.
d)I: B, II: C, III: A.","Classify the astigmatisms below according to the central keratometry. Consider insignificant internal astigmatism.

I- 44.00 @ 90° x 42.00 @ 180°.
II- 44.00 @ 180° x 42.00 @ 90°.
III- 44.00 @ 45° x 42.00 @ 135°.

A- Astigmatism in favor of the rule.
B- Astigmatism against the rule.
C- Oblique astigmatism.

a) I: A, II: B, III: C.
b) I: A, II: C, III: B.
c) I: B, II: A, III: C.
d) I: B, II: C, III: A.",a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
73,2022,Teórica II,Refração,,"Um paciente se afasta do Greens para não embaçar as lentes devido ao uso de máscara durante o exame. Qual das alternativas abaixo é correta caso ele permaneça afastado do Greens e o oftalmologista não perceba? a) Se ele for míope, haverá hipocorreção em sua prescrição. b) Se ele for míope, haverá hipercorreção em sua prescrição. c) Se ele for míope, não haverá mudança em sua prescrição. d) Se ele for hipermetrope, necessitará de maior esforço acomodativo.","A patient moves away from the Greens so as not to fog up his lenses due to the use of a mask during the exam. Which of the following is correct if he stays away from the Greens and the ophthalmologist doesn't notice? a) If he is myopic, there will be undercorrection in his prescription. b) If he is myopic, there will be overcorrection in his prescription. c) If he is nearsighted, there will be no change in his prescription. d) If he is farsighted, he will need greater accommodative effort.",b,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
74,2022,Teórica II,Refração,,"Qual a função do ajuste ""P"" no refrator de Greens? a) Aumentar o poder esférico positivo para testar a refração para perto. b) Aumentar o poder esférico negativo para descontar a distância de trabalho na esquiascopia. c) Inserir um prisma de 6 DP e possibilitar a avaliação do balanço refratométrico. d) Separar as imagens e possibilitar avaliação do balanço refratométrico e da estereopsia.","What is the function of the ""P"" setting on the Greens refractor? a) Increase positive spherical power to test near refraction. b) Increase the negative spherical power to discount the working distance in skiascopy. c) Insert a 6 DP prism and allow the evaluation of the refractometric balance. d) Separate the images and allow evaluation of refractometric balance and stereopsis.",d,a,a,a,d,a,a,d,d,d,a,a,a,a,a,a,a,a,a,a,a,a,0.17926780368434936,0.6,a,5.133013955782584e-05,1.0
75,2022,Teórica II,Refração,,Um míope hipocorrigido frequentemente inclina seus óculos para enxergar melhor. Qual o efeito desta manobra em suas lentes corretoras? a) Aumento da divergência óptica e indução de cilindro positivo no eixo da inclinação. b) Aumento da convergência óptica e indução de cilindro negativo no eixo da inclinação. c) Aumento da divergência óptica e indução de cilindro negativo no eixo da inclinação. d) Aumento da convergência óptica e indução de cilindro positivo no eixo da inclinação.,An undercorrected myopic person often tilts his glasses to see better. What effect does this maneuver have on your corrective lenses? a) Increased optical divergence and positive cylinder induction on the tilt axis. b) Increased optical convergence and negative cylinder induction on the tilt axis. c) Increased optical divergence and negative cylinder induction on the tilt axis. d) Increased optical convergence and positive cylinder induction on the tilt axis.,c,b,b,b,b,b,b,b,b,b,b,a,a,b,b,b,a,b,b,b,b,b,5.133013955782584e-05,1.0,b,0.043989589915272576,0.7
76,2022,Teórica II,Farmacologia,,"Durante o ambulatório de refração o residente do primeiro ano instilou um colírio cicloplégico nos pacientes, mas perdeu o frasco. Seu preceptor resolveu medir o efeito de acomodação para descobrir qual colírio foi usado e notou que os pacientes estavam com boa midríase e tiveram redução máxima na acomodação 20 a 30 minutos após a instilação, com efeito fugaz. Qual colírio o residente instilou? a) Atropina. b) Ciclopentolato. c) Fenilefrina. d) Tropicamida.","During the refraction outpatient clinic, the first-year resident instilled a cycloplegic eye drop in the patients, but lost the bottle. His preceptor decided to measure the accommodation effect to find out which drops were used and noticed that the patients had good mydriasis and had a maximum reduction in accommodation 20 to 30 minutes after instillation, with a fleeting effect. What eye drops did the resident instill? a) Atropine. b) Cyclopentolate. c) Phenylephrine. d) Tropicamide.",d,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
77,2022,Teórica II,Refração,,"Durante a esquiascopia de um paciente, qual das características abaixo indica que o examinador está mais próximo do ponto de neutralidade? a) Velocidade do feixe rápida, brilho alto, feixe largo. b) Velocidade do feixe rápida, brilho baixo, feixe estreito. c) Velocidade do feixe lenta, brilho alto, feixe largo. d) Velocidade do feixe lenta, brilho baixo, feixe estreito.","During a patient's skiascopy, which of the following characteristics indicates that the examiner is closest to the point of neutrality? a) Fast beam speed, high brightness, wide beam. b) Fast beam speed, low brightness, narrow beam. c) Slow beam speed, high brightness, wide beam. d) Slow beam speed, low brightness, narrow beam.",a,b,b,b,b,b,b,b,b,c,c,b,b,b,a,a,b,a,b,a,b,b,0.007048336371561326,0.8,b,0.17926780368434936,0.6
78,2022,Teórica II,Refração,,"No exame de um paciente fácico, foi encontrado o ponto próximo de acomodação no olho direito a 30 cm e no olho esquerdo a 50 cm. Neste caso, pode-se afirmar: a) O olho esquerdo deve ser mais míope que o olho direito. b) Mais provavelmente há necessidade de se ajustar a refração do paciente. c) É uma condição comum, já que a acomodação é raramente semelhante nos dois olhos. d) Uma doença que desloque a retina para frente, como a coriorretinopatia central serosa, é causa dessa menor distância no olho direito.","On examination of a phakic patient, the closest point of accommodation was found in the right eye at 30 cm and in the left eye at 50 cm. In this case, it can be stated: a) The left eye must be more myopic than the right eye. b) More likely there is a need to adjust the patient's refraction. c) It is a common condition, as accommodation is rarely similar in both eyes. d) A disease that moves the retina forward, such as central serous chorioretinopathy, is the cause of this shorter distance in the right eye.",b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
79,2022,Teórica II,Refração,,"Se a refração do paciente é +1,50 dioptrias esfericas e -0,50 dioptrias cilindricas x 180° e sua ceratometria é 42,00 Dioptrias x 180° e 44,00 Dioptrias x 90°, podemos afirmar que o astigmatismo interno é: a) +1,50 dioptrias cilindricas x 90°. b) +2,50 dioptrias cilindricas x 180°. c) -1,50 dioptrias cilindricas x 90°. d) -2,50 dioptrias cilindricas x 180°.","If the patient's refraction is +1.50 spherical diopters and -0.50 cylindrical diopters x 180° and his keratometry is 42.00 diopters x 180° and 44.00 diopters x 90°, we can say that the internal astigmatism is : a) +1.50 cylindrical diopters x 90°. b) +2.50 cylindrical diopters x 180°. c) -1.50 cylindrical diopters x 90°. d) -2.50 cylindrical diopters x 180°.",c,b,b,b,b,b,b,b,b,c,b,c,c,c,c,c,c,c,c,c,c,b,0.0007410104055591837,0.9,c,5.133013955782584e-05,1.0
80,2022,Teórica II,Refração,,"Um paciente pseudofácico com refração de +1,00 dioptrias esfericas e -3,00 dioptrias cilindricas x 180° provavelmente notará um visão menos borrada a: a) 0,5 m. b) 1 m. c) 2 m. d) 4 m.",A pseudophakic patient with a refraction of +1.00 spherical diopters and -3.00 cylindrical diopters x 180° is likely to notice less blurry vision at: a) 0.5 m. b) 1 m. c) 2 m. d) 4 m.,c,c,b,b,b,c,c,c,b,b,b,b,b,b,b,b,b,b,b,b,b,b,0.17926780368434936,0.6,b,5.133013955782584e-05,1.0
81,2022,Teórica II,Refração,,"Paciente retorna com queixa de diplopia após confeccionar óculos. Tem anisometropia, mas usava óculos anteriormente sem problemas. Não houve modificação na prescrição. Os centros ópticos estão montados adequadamente. A explicação mais provável é: a) Mudança na curva base de uma das lentes. b) Mudança no formato da armação. c) Desaparecimento do escotoma central de supressão. d) Perda da capacidade de compensação cerebral da diferença da aniseiconia.","Patient returns complaining of diplopia after making eyeglasses. Has anisometropia, but previously wore glasses without problems. There was no change in the prescription. Optical centers are properly mounted. The most likely explanation is: a) Change in the base curve of one of the lenses. b) Change in frame format. c) Disappearance of the central suppression scotoma. d) Loss of cerebral compensation capacity for the difference in aniseikonia.
",a,d,d,d,d,d} loss of cerebral compensation capacity for the difference in aniseikonia.,d,d} loss of cerebral compensation capacity for the difference in aniseikonia.,d,d,d,a,a,a,a,a,a,b,a,a,a,d,0.007048336371561326,0.8,a,0.0007410104055591837,0.9
82,2022,Teórica II,Refração,,"A melhor alternativa à inclusão de prismas de base temporal nas lentes dos óculos para paciente míope de -4,00 dioptrias esfericas com diplopia binocular de 4 dioptrias prismaticas é: a) Prescrição de lente com filtro neutro em um dos olhos. b) Prescrição de lentes com filtros polarizados em ambos os olhos. c) Redução da distância entre os centros ópticos das lentes. d) Não prescrever a refração em um dos olhos para promover a supressão deste olho.","The best alternative to including time-based prisms in eyeglass lenses for a -4.00 spherical diopters myopic patient with 4 prism diopters binocular diplopia is: a) Prescription of a lens with a neutral filter in one eye. b) Prescription of lenses with polarized filters in both eyes. c) Reduction of the distance between the optical centers of the lenses. d) Do not prescribe refraction in one eye to promote suppression of that eye.
",c,c,a,c,c,c,c,c,c,c,c,c,c,c,c,a,c,c,a,c,a,c,0.0007410104055591837,0.9,c,0.043989589915272576,0.7
83,2022,Teórica II,Neuroftalmologia,,"Qual das condições abaixo está mais tipicamente associada ao achado de sela túrcica ""parcialmente vazia"" em um exame de imagem por ressonância nuclear magnética? a) Glioma de nervo óptico. b) Macroadenoma de hipófise. c) Pseudotumor cerebral. d) Síndrome de Tolosa-Hunt.","Which of the conditions below is most typically associated with finding a ""partially empty"" sella turcica on magnetic resonance imaging? a) Optic nerve glioma. b) Pituitary macroadenoma. c) Cerebral pseudotumor. d) Tolosa-Hunt syndrome.",c,b,b,b,b,b,b,b,b,b,b,c,c,c,c,c,c,c,c,c,c,b,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
84,2022,Teórica II,Neuroftalmologia,,"Sobre a paralisia do IV nervo craniano, é correto afirmar: a) Frequentemente, apresenta-se paralisia de nervo facial associada. b) No exame da motricidade ocular, existe um aumento da excursão do olho paralisado no olhar para baixo. c) O paciente evolui com diplopia vertical, posição viciosa de cabeça e hipotropia do olho paralisado. d) O acometimento nuclear ou infranuclear do IV nervo pode ter o mesmo quadro clínico.","About fourth cranial nerve palsy, it is correct to state: a) Associated facial nerve palsy is often present. b) In the examination of ocular motricity, there is an increase in the excursion of the paralyzed eye when looking down. c) The patient evolves with vertical diplopia, vicious head position and hypotropia of the paralyzed eye. d) Nuclear or infranuclear involvement of the IV nerve may have the same clinical picture.",d,c,c,a,b,b,c,c,a,c,b,c,c,c,c,c,c,c,c,c,c,c,0.4752910833430205,0.5,c,5.133013955782584e-05,1.0
85,2022,Teórica II,Neuroftalmologia,,"Criança de oito anos de idade com quadro bilateral subagudo de paralisia do olhar vertical, papiledema e dissociação luz-perto. É correto afirmar: a) Lesões mesencefálicas, como tumores, devem ser investigadas. b) Trata-se de um caso clássico de sífilis neurológica de transmissão vertical. c) Trata-se, mais provavelmente, de uma lesão de quiasma óptico. d) Lesão do lobo frontal é a principal hipótese diagnóstica.","Eight-year-old child with subacute bilateral vertical gaze palsy, papilledema and light-near dissociation. It is correct to state: a) Mesencephalic lesions, such as tumors, should be investigated. b) This is a classic case of vertically transmitted neurological syphilis. c) It is most likely a lesion of the optic chiasm. d) Frontal lobe lesion is the main diagnostic hypothesis.",a,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
86,2022,Teórica II,Neuroftalmologia,,"Paciente de 35 anos, sexo feminino, após quadro de perda sensitiva no membro superior direito, evoluiu com diplopia. Dentre as hipóteses diagnósticas a mais provável é: a) Adenoma hipofisário. b) Esclerose múltipla. c) Hipertensão intracraniana idiopática. d) Meningeoma do nervo óptico.","
A 35-year-old female patient, after sensory loss in the right upper limb, evolved with diplopia. Among the diagnostic hypotheses, the most likely is: a) Pituitary adenoma. b) Multiple sclerosis. c) Idiopathic intracranial hypertension. d) Meningioma of the optic nerve.",b,c,c,c,c,c,c,c,c,c,c,a,a,a,b,a,d,d,a,a,a,c,5.133013955782584e-05,1.0,a,0.043989589915272576,0.7
87,2022,Teórica II,Neuroftalmologia,,"Paciente apresenta paralisia unilateral do terceiro, quarto e sexto nervos cranianos. É correto afirmar: a) Quando indolor, denomina-se síndrome de Tolosa-Hunt. b) O envolvimento do nervo olfatório sugere acometimento do seio cavernoso. c) Uma maneira de localizar se há lesão no seio cavernoso é testar a sensibilidade trigeminal. d) Se a visão está normal, mas os três ramos do trigêmeo estiverem afetados, possivelmente a lesão está restrita ao ápice da órbita.","The patient has unilateral paralysis of the third, fourth and sixth cranial nerves. It is correct to state: a) When painless, it is called Tolosa-Hunt syndrome. b) Involvement of the olfactory nerve suggests involvement of the cavernous sinus. c) One way to find out if there is a lesion in the cavernous sinus is to test the trigeminal sensitivity. d) If the vision is normal, but the three branches of the trigeminal are affected, possibly the lesion is restricted to the apex of the orbit.",c,b,b,b,b,b,b,b,b,b,b,d,d,d,c,d,d,d,d,d,d,b,5.133013955782584e-05,1.0,d,0.0007410104055591837,0.9
88,2022,Teórica II,Neuroftalmologia,,"Após cirurgia bariátrica, paciente evoluiu com níveis séricos baixos de vitamina B12. Nesse caso, é correto afirmar que: a) A discromatopsia é um achado atípico. b) Não é possível a melhora visual mesmo com a reposição da vitamina. c) Escotomas periféricos e preservação da área foveal são típicos nas campimetrias. d) A anemia perniciosa está associada a perda visual bilateral, simétrica, indolor e progressiva.","After bariatric surgery, the patient evolved with low serum levels of vitamin B12. In this case, it is correct to state that: a) Dyschromatopsia is an atypical finding. b) Visual improvement is not possible even with vitamin replacement. c) Peripheral scotomas and preservation of the foveal area are typical in perimetry. d) Pernicious anemia is associated with bilateral, symmetrical, painless and progressive visual loss.",d,b,c,b,b,c,b,c,c,b,b,b,b,b,b,b,b,b,b,b,b,b,0.17926780368434936,0.6,b,5.133013955782584e-05,1.0
89,2022,Teórica II,Neuroftalmologia,,"Após acidente vascular acometendo a porção lateral da medula cervical (síndrome de Wallenberg), o paciente desenvolveu anisocoria. É correto afirmar que: a) Haverá piora da anisocoria no escuro. b) Haverá piora da anisocoria no claro. c) Será não responsivo à instilação de colírios simpatomiméticos. d) O acometimento do gânglio estrelado é o diagnóstico mais provável.","After a vascular accident affecting the lateral portion of the cervical spinal cord (Wallenberg syndrome), the patient developed anisocoria. It is correct to state that: a) Anisocoria will worsen in the dark. b) There will be worsening of anisocoria in light. c) Will be unresponsive to the instillation of sympathomimetic eye drops. d) Involvement of the stellate ganglion is the most likely diagnosis.",a,c,b,b,b,c,b,b,b,b,c,b,b,b,b,b,b,b,b,b,b,b,0.043989589915272576,0.7,b,5.133013955782584e-05,1.0
90,2022,Teórica II,Uveíte,,"Paciente chega ao pronto-socorro com queixa de dor, redução da visão e hiperemia do olho direito há dois dias. Ao exame, apresenta acuidade visual 0,1, reação de câmara anterior duas cruzes em quatro, precipitados ceráticos granulomatosos e lesão branco-amarelada de limites pouco definidos na periferia da retina no olho direito. O olho esquerdo não tem alterações. Qual a conduta inicial mais apropriada? a) Ultrassonografia ocular. b) Uso de corticoide e cicloplégico tópicos. c) Uso de corticoide oral. d) Sorologia para toxoplasmose.","A patient arrives at the emergency room complaining of pain, reduced vision and hyperemia in the right eye for two days. On examination, he has a visual acuity of 0.1, anterior chamber reaction two crosses out of four, granulomatous keratic precipitates and a white-yellowish lesion with poorly defined limits on the periphery of the retina in the right eye. The left eye has no changes. What is the most appropriate initial course of action? a) Eye ultrasound. b) Use of topical corticosteroids and cycloplegic. c) Use of oral corticosteroids. d) Serology for toxoplasmosis.",b,b,a,a,a,b,b,b,a,b,a,a,a,a,a,a,a,a,a,a,a,b,0.4752910833430205,0.5,a,5.133013955782584e-05,1.0
91,2022,Teórica II,Uveíte,,"Paciente de 8 anos com diagnóstico de artrite juvenil idiopática, sem outras comorbidades, ainda sem tratamento, apresenta quadro recidivante de uveíte anterior associada a sinéquias posteriores, ceratopatia em faixa e catarata. Qual conduta mais apropriada neste momento dentre as alternativas abaixo? a) Facectomia com implante de lente intraocular acrílica. b) Uso de imunomodulador sistêmico. c) Uso de corticoide oral. d) Uso de EDTA tópico.","An 8-year-old patient with a diagnosis of juvenile idiopathic arthritis, without other comorbidities, still untreated, presents with recurrent anterior uveitis associated with posterior synechiae, band keratopathy and cataract. What is the most appropriate conduct at this time among the alternatives below? a) Facectomy with acrylic intraocular lens implantation. b) Use of systemic immunomodulator. c) Use of oral corticosteroids. d) Use of topical EDTA.",c,c,c,c,c,c,c,c,c,b,b,a,a,a,a,a,a,b,a,a,a,c,0.007048336371561326,0.8,a,0.0007410104055591837,0.9
92,2022,Teórica II,Uveíte,,Qual é o imunossupressor de escolha para crianças com uveíte anterior secundária à artrite juvenil idiopática? a) Azatioprina. b) Tacrolimus. c) Ciclofosfamida. d) Metotrexato.,What is the immunosuppressant of choice for children with anterior uveitis secondary to juvenile idiopathic arthritis? a) Azathioprine. b) Tacrolimus. c) Cyclophosphamide. d) Methotrexate.,d,b,b,b,b,b,b,b,b,b,b,a,b,a,a,a,a,a,a,a,a,b,5.133013955782584e-05,1.0,a,0.0007410104055591837,0.9
93,2022,Teórica II,Uveíte,,"Dentre as alternativas abaixo, qual exame é o mais apropriado para o seguimento de um paciente com panuveite secundária à doença de Behçet, em uso de ciclosporina? a) Creatinina. b) Ferritina. c) Glicemia de jejum. d) HLA-B51.","
Among the alternatives below, which exam is the most appropriate for the follow-up of a patient with panuveitis secondary to Behçet's disease, using cyclosporine? a) Creatinine. b) Ferritin. c) Fasting blood glucose. d) HLA-B51.",a,d,d,d,d} hla-b51.,d,d} hla-b51,d,d,d} hla-b51.,d} hla-b51.,b,b,b,b,b,b,b,b} ferritina.,b,b,d,0.17926780368434936,0.6,b,0.0007410104055591837,0.9
94,2022,Teórica II,Uveíte,,"Paciente de 25 anos, sexo feminino, refere redução da acuidade visual há poucos dias, precedida de febre, cefaleia e mal-estar. Ao exame, apresenta reação de câmara anterior duas cruzes, vitreíte uma cruz em quatro e descolamento da retina no polo posterior comprometendo a mácula, sem roturas em ambos os olhos. Qual o tratamento mais apropriado para o descolamento de retina? a) Vitrectomia posterior com infusão de SF6 e posição de cabeça. b) Corticoide oral. c) Retinopexia pneumática. d) Introflexão escleral com explante macular.","A 25-year-old female patient reported reduced visual acuity for a few days, preceded by fever, headache and malaise. On examination, she has a two-cross anterior chamber reaction, vitreitis, a four-cross, and retinal detachment at the posterior pole, compromising the macula, without holes in both eyes. What is the most appropriate treatment for retinal detachment? a) Posterior vitrectomy with SF6 infusion and head position. b) oral corticosteroid. c) Pneumatic retinopexy. d) Scleral introflexion with macular explant.",b,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,5.133013955782584e-05,1.0,a,5.133013955782584e-05,1.0
95,2022,Teórica II,Uveíte,,"Paciente com história de trauma ocular aberto no olho direito há um ano apresenta reação de câmara anterior uma cruz, alteração da cor da íris, turvação vítrea leve e retina colada. O eletrorretinograma apresenta respostas extintas nas fases fotópica e escotópica. O olho esquerdo não apresenta alterações. Qual a causa mais provável? a) Endoftalmite bacteriana. b) Endoftalmite fúngica. c) Oftalmia simpática. d) Retenção de corpo estranho intraocular metálico.","Patient with a history of open ocular trauma in the right eye one year ago, presents anterior chamber reaction to a cross, iris color change, mild vitreous clouding and glued retina. The electroretinogram shows extinguished responses in the photopic and scotopic phases. The left eye shows no alterations. What is the most likely cause? a) Bacterial endophthalmitis. b) Fungal endophthalmitis. c) Sympathetic ophthalmia. d) Retention of metallic intraocular foreign body.",d,d,d,c,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,0.0007410104055591837,0.9,d,5.133013955782584e-05,1.0
96,2022,Teórica II,Uveíte,,"Dentre as alternativas abaixo, qual microorganismo está associado à doença de Eales? a)Bartonella henselae. b)Mycobacterium tuberculosis. c)Toxoplasma gondii. d) Vírus Epstein-Barr.","
Among the alternatives below, which microorganism is associated with Eales disease? a) Bartonella henselae. b) Mycobacterium tuberculosis. c) Toxoplasma gondii. d) Epstein-Barr virus.",b,b,b,b,b,b,b,b,a,b,b,a,a,a,a,a,a,a,a,a,a,b,0.0007410104055591837,0.9,a,5.133013955782584e-05,1.0
97,2022,Teórica II,Uveíte,,"Sobre o acometimento ocular na espondilite ancilosante, é correto afirmar: a) É bilateral, não simultâneo, na maioria dos casos. b) O quadro mais característico corresponde a episódios de uveíte intermediária. c) Sinéquia posterior da íris é complicação rara. d) Trata-se de processo inflamatório granulomatoso.","Regarding ocular involvement in ankylosing spondylitis, it is correct to state: a) It is bilateral, not simultaneous, in most cases. b) The most characteristic picture corresponds to episodes of intermediate uveitis. c) Posterior synechiae of the iris is a rare complication. d) It is a granulomatous inflammatory process.",a,b,b,b,b,b,b,a,b,a,b,a,a,a,a,a,a,a,a,a,a,b,0.007048336371561326,0.8,a,5.133013955782584e-05,1.0
98,2022,Teórica II,Retina,,"Qual dos achados abaixo, ao exame de tomografia de coerência óptica, representa maior risco de ruptura do epitélio pigmentado da retina no tratamento com antiangiogênico de membranas neovasculares? a) Anastomose retinocoroidal com hemorragia retiniana. b) Descolamento elevado do epitélio pigmentado da retina. c) Aumento acentuado e difuso da espessura da coroide e coriocapilares. d) Grande quantidade de líquido subretiniano com poucos cistos intraretinianos.","Which of the following findings, on optical coherence tomography, represents a greater risk of retinal pigment epithelium rupture in antiangiogenic treatment of neovascular membranes? a) Retinochoroidal anastomosis with retinal hemorrhage. b) Elevated detachment of the retinal pigment epithelium. c) Marked and diffuse increase in the thickness of the choroid and choriocapillaries. d) Large amount of subretinal fluid with few intraretinal cysts.",b,b,b,b,b,b,b,b,b,b,b,b,c,b,c,b,b,a,a,c,b,b,5.133013955782584e-05,1.0,b,0.4752910833430205,0.5
99,2022,Teórica II,Retina,,"A fase aguda de algumas doenças da retina apresenta-se tipicamente, apenas, com apagamento reversível da zona elipsoide ao exame de tomografia de coerência óptica da mácula. Assinale a alternativa que melhor exemplifica uma destas condições. a) Maculopatia média aguda paracentral. b) Oclusão da artéria central da retina. c) Neurorretinopatia macular aguda. d) Oclusão venosa retiniana.",The acute phase of some retinal diseases typically presents only with reversible glare of the ellipsoid zone on optical coherence tomography of the macula. Mark the alternative that best exemplifies one of these conditions. a) Paracentral acute medium maculopathy. b) Occlusion of the central retinal artery. c) Acute macular neuroretinopathy. d) Retinal venous occlusion.,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
100,2022,Teórica II,Retina,,Qual das distrofias retinianas abaixo está mais tipicamente associada a espaços cistoides maculares centrais em padrão radial? a) Coroideremia. b) Distrofia de cones. c) Fundus flavimaculatus. d) Retinosquise congênita ligada ao X.,Which of the following retinal dystrophies is most typically associated with central macular cystoid spaces in a radial pattern? a) Choroideremia. b) Cone dystrophy. c) Fundus flavimaculatus. d) Congenital X-linked retinoschisis.,d,c,c,c,c,c,c,c,c,c,c,b,b,b,b,b,b,b,b,b,b,c,5.133013955782584e-05,1.0,b,5.133013955782584e-05,1.0
101,2022,Teórica II,Retina/Oncologia,,A proliferação melanocítica uveal difusa bilateral é melhor classificada como: a) Desordem paraneoplásica. b) Apresentação grave do melanoma de coroide. c) Variante da síndrome de Vogt-Koyanagi-Harada. d) Desordem secundária a tratamento de descolamento de retina.,Bilateral diffuse uveal melanocytic proliferation is best classified as: a) Paraneoplastic disorder. b) Severe presentation of choroidal melanoma. c) Variant of Vogt-Koyanagi-Harada syndrome. d) Disorder secondary to retinal detachment treatment.,a,b,a,b,b,b,b,c,a,a,b,a,c,c,c,c,a,c,c,a,a,b,0.17926780368434936,0.6,c,0.17926780368434936,0.6
102,2022,Teórica II,Retina,,"No exame da periferia da retina, para avaliar uma determinada região: a) O paciente deve olhar para o lado oposto da região que se deseja observar e o médico se posicionar no mesmo lado. b) O paciente deve olhar para o lado da região que se deseja observar e o médico se posicionar no lado oposto. c) O paciente deve olhar para o lado da região que se deseja observar e o médico se posicionar também no mesmo lado. d) O paciente deve olhar para o lado oposto da região que se deseja observar e o médico se posicionar também no lado oposto.","In the examination of the periphery of the retina, in order to evaluate a certain region: a) The patient must look to the opposite side of the region to be observed and the doctor should position himself on the same side. b) The patient should look to the side of the region to be observed and the doctor should position himself on the opposite side. c) The patient must look to the side of the region to be observed and the doctor also position himself on the same side. d) The patient should look at the opposite side of the region to be observed and the doctor should also position himself on the opposite side.",b,b,b,b,b,b,b,b,b,b,b,c,c,c,c,c,c,c,c,c,c,b,5.133013955782584e-05,1.0,c,5.133013955782584e-05,1.0
