ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,french
129,2022,Teórica II,Farmacologia,,"O método de Credé utiliza colírio de nitrato de prata em qual concentração? 
a) 1%. 
b) 5%. 
c) 10%. 
d) 20%.","¿En qué concentración se utilizan colirios de nitrato de plata en el método Credé?
a 1%.
b) 5%.
c) 10%.
d) 20%.","The Credé method uses silver nitrate eye drops at what concentration? 
a) 1%. 
b) 5%. 
c) 10%. 
d) 20%.","Gumagamit ng Silver nitrate eyedrops ang Crede method, ano ang konsenstrasyon nito? 

a) 1%.
b) 5%.
c) 10%.
d) 20%.",A,"La méthode de Credé utilise des gouttes ophtalmiques de nitrate d'argent à quelle concentration ?
a) 1%
b) 5%
c) 10%
d) 20%"
130,2022,Teórica II,Farmacologia,,"Qual das drogas de uso tópico, abaixo, é a mais indicada para o tratamento inicial de ceratite fúngica causada por Fusarium? 
a) Terbinafina. 
b) Natamicina. 
c) Miconazol. 
d) Anfotericina B.","¿Cuál de los siguientes fármacos tópicos es el más indicado para el tratamiento inicial de la queratitis fúngica causada por Fusarium?
a) Terbinafina.
b) Natamicina.
c) Miconazol.
d) Anfotericina B.","Which of the topical drugs below is most indicated for the initial treatment of fungal keratitis caused by Fusarium? 
a) Terbinafine. 
b) Natamycin. 
c) Miconazole. 
d) Amphotericin B.","Alin sa mga sumusunod na gamot ang angkop at mainam sa paglunas ng fungal keratitis na dala ng Fusarium?
a) Terbinafine
b) Natamycin
c) Miconazole
d) Amphotericin B",B,"Lequel des médicaments topiques ci-dessous est le plus indiqué pour le traitement initial de la kératite fongique causée par Fusarium ?
a) Terbinafine.
b) Natamycine.
c) Miconazole.
d) Amphotéricine B."
131,2022,Teórica II,Farmacologia,,"Assinale a alternativa correta com relação ao transplante penetrante de córnea realizado em crianças abaixo de dois anos de idade. 
a) Tipicamente, a cicatrização entre o leito e o enxerto ocorre mais lentamente do que no adulto. 
b) A incidência de rejeição é significativamente menor que a observada nos transplantes de adultos. 
c) Em um pós-operatório sem intercorrências, a remoção das suturas deve ocorrer mais precocemente do que nos adultos. 
d) Geralmente são utilizados enxertos grandes, com mais de 10 mm de diâmetro.","Seleccionar la alternativa correcta en relación al trasplante penetrante de córnea realizado en niños menores de dos años.
a) Normalmente, la curación entre el lecho y el injerto se produce más lentamente que en los adultos.
b) La incidencia de rechazo es significativamente menor que la observada en trasplantes de adultos.
c) En un postoperatorio sin complicaciones, las suturas deben retirarse antes que en adultos.
d) Generalmente se utilizan injertos de gran tamaño, de más de 10 mm de diámetro.","Mark the correct alternative regarding penetrating corneal transplantation performed in children under two years of age. 
a) Typically, healing between the bed and the graft occurs more slowly than in adults. 
b) The incidence of rejection is significantly lower than that observed in adult transplants. 
c) In an uneventful postoperative period, suture removal should occur earlier than in adults. 
d) Generally, large grafts with more than 10 mm in diameter are used.","Piliin ang angkop na pahayag patungkol sa penetrating corneal transplantation na ginagawa sa mga batang may edad na hindi lalagpas sa 2 taong gulang.
a) Kadalasan, ang paggaling sa pagitan ng bed at ng graft ay mas mabagal sa mga batang edad 2 pababa, kaysa sa mga matatanda.
b) Ang incidence ng rejection ay. mas mababa kumapara sa mga transplants na ginagawa sa matatanda
c) Sa uneventful postoperative period, ang pagtanggal ng suture ay dapat na sa mabilis kumpara sa mga matatanda
d) Kadalasan, gumagamit ng mga large graft na may lapad na higit sa 10 mm.",C,"Marquez l'alternative correcte concernant la transplantation cornéenne pénétrante réalisée chez les enfants de moins de deux ans.
a) En général, la cicatrisation entre le lit et le greffon se produit plus lentement que chez les adultes.
b) L'incidence du rejet est significativement plus faible que celle observée dans les greffes chez les adultes.
c) En cas de période postopératoire sans complications, le retrait des sutures doit avoir lieu plus tôt que chez les adultes.
d) En général, des greffons de grande taille de plus de 10 mm de diamètre sont utilisés."
132,2022,Teórica II,Córnea,,"Assinale a alternativa correta com relação ao transplante de córnea lamelar posterior pela técnica ""DSEK"" (Descemet Stripping Endothelial Keratoplasty): 
a) Imediatamente após a cirurgia o paciente deve permanecer em decúbito ventral por cerca de vinte a trinta minutos. 
b) Apenas endotélio e membrana de Descemet são enxertados no olho receptor. 
c) Ceratite lamelar difusa (também conhecida como ""síndrome das areias do Saara""), é uma complicação desse procedimento. 
d) A presença da lamela corretamente posicionada provavelmente induzirá grau esférico positivo que se somará à refração prévia do paciente (""shift hipermetrópico"").","Seleccione la alternativa correcta respecto al trasplante de córnea lamelar posterior mediante la técnica ""DSEK"" (Descemet Stripping Endothelial Keratoplasty):
a) Inmediatamente después de la cirugía, el paciente debe permanecer en decúbito prono durante aproximadamente veinte a treinta minutos.
b) En el ojo receptor sólo se injertan endotelio y membrana de Descemet.
c) La queratitis lamelar difusa (también conocida como “síndrome de la arena sahariana”), es una complicación de este procedimiento.
d) La presencia de la laminilla correctamente posicionada probablemente inducirá un grado esférico positivo que se sumará a la refracción previa del paciente (""desplazamiento hiperópico"").","Mark the correct alternative regarding posterior lamellar corneal transplantation using the ""DSEK"" technique (Descemet Stripping Endothelial Keratoplasty): 
a) Immediately after the surgery, the patient must remain in the prone position for about twenty to thirty minutes. 
b) Only endothelium and Descemet's membrane are grafted into the recipient eye. 
c) Diffuse lamellar keratitis (also known as ""sands of the Sahara syndrome""), is a complication of this procedure. 
d) The presence of a correctly positioned lamella will probably induce a positive spherical degree that will be added to the patient's previous refraction (""hypermetropic shift"").","Piliin ang angkop na pahayag patungkol sa posterior lamellar corneal transplantation gamit ang pamamaraang DSEK (Descemet Stripping Endothelial Keratoplasty)
a) Kagyat na pagkatapos ng operasyon, dapat manatili ang pasyente sa posisyong prone nang 20 hanggang 30 minuto
b) Tanging ang endothelium at Descemet's membrane lamang ang iginagraft sa pasyenteng tatanggap ng mata. 
c) Diffuse lamellar keratitis ay isang komplikasyon ng operasyon at pamamaraang ito.
d) Ang mahusay na pagkakaposisyon ng lamella ay maaaring magdala ng positibong spherical degree na idaragdag sa dating refraction ng pasyente (""hypermetropic shift"").",D,"Marquez l'alternative correcte concernant la transplantation cornéenne lamellaire postérieure utilisant la technique ""DSEK"" (Kératoplastie Endothéliale de Descemet avec Stripping) :
a) Immédiatement après la chirurgie, le patient doit rester en position couchée sur le ventre pendant environ vingt à trente minutes.
b) Seuls l'endothélium et la membrane de Descemet sont greffés dans l'œil du receveur.
c) La kératite lamellaire diffuse (également connue sous le nom de ""syndrome des sables du Sahara"") est une complication de cette procédure.
d) La présence d'une lamelle correctement positionnée induira probablement un degré sphérique positif qui sera ajouté à la réfraction précédente du patient (""décalage hypermétropique"")."
133,2022,Teórica II,Córnea,,"Paralisia do quinto nervo craniano pode desencadear na córnea, mais comumente: 
a) Úlcera neurotrófica. 
b) Endotelite disciforme. 
c) Ceratite de exposição. 
d) Ceratite intersticial.","La parálisis del quinto par craneal puede desencadenar la córnea, más comúnmente:
a) Úlcera neurotrófica.
b) Endotelitis disciforme.
c) Queratitis por exposición.
d) Queratitis intersticial.","Paralysis of the fifth cranial nerve can trigger in the cornea, most commonly: 
a) Neurotrophic ulcer. 
b) Disciform endothelitis. 
c) Exposure keratitis. 
d) Interstitial keratitis.","Ang paralisis ng ikalimang cranial nerve ay maaaring maka-trigger sa cornea, na kadalasang:
a) Neurotrophic ulcer.
b) Disciform endothelitis.
c) Exposure keratitis.
d) Interstitial keratitis.",A,"La paralysie du cinquième nerf crânien peut déclencher dans la cornée, le plus souvent :
a) Ulcère neurotrophique.
b) Endothélite disciforme.
c) Kératite d'exposition.
d) Kératite interstitielle."
134,2022,Teórica II,Córnea,,"Com relação à distrofia endotelial congênita e hereditária da córnea, é correto afirmar: 
a) O padrão de transmissão mais comum é o autossômico dominante. 
b) A maioria dos pacientes apresenta nistagmo associado e, raramente, glaucoma. 
c) Os pacientes costumam apresentar intensa fotofobia e epífora imediatamente após o nascimento. 
d) Geralmente é unilateral, com aumento progressivo da opacidade da córnea a partir do nascimento.","Respecto a la distrofia endotelial de la córnea congénita y hereditaria, es correcto afirmar:
a) El patrón de transmisión más común es autosómico dominante.
b) La mayoría de los pacientes presentan nistagmo asociado y, raramente, glaucoma.
c) Los pacientes suelen presentar fotofobia intensa y epífora inmediatamente después del nacimiento.
d) Suele ser unilateral, con un aumento progresivo de la opacidad corneal desde el nacimiento.","Regarding congenital and hereditary corneal endothelial dystrophy, it is correct to state: 
a) The most common pattern of transmission is the dominant autosomal one. 
b) Most patients have associated nystagmus and, rarely, glaucoma. 
c) Patients usually present with intense photophobia and epiphora immediately after birth. 
d) It is usually unilateral, with progressive increase in corneal opacity from birth onwards.","Alin sa mga sumusunod na pahayag ang totoo patungkol sa konhenital at namamanag coreneal endothelial dystrophy?
a) Ang pinakakaraniwang pattern ng transmisyon ay dominant autosomal
b) Karamihan sa mga pasyente ay mayroon ding nystagmus at minsan ay glaucoma
c) Ang mga pasyente ay kadalasang mayroong matinding photophobia at epiphora pagkatapos ng kapanganakan.
d) Karaniwan itong unilateral, na may progresibong pagtaas sa opacity ng cornea mula sa kapanganakan.",B,"Concernant la dystrophie endothéliale cornéenne congénitale et héréditaire, il est correct de dire :
a) Le mode de transmission le plus courant est autosomique dominant.
b) La plupart des patients présentent un nystagmus associé et, rarement, un glaucome.
c) Les patients présentent généralement une photophobie intense et une épiphora immédiatement après la naissance.
d) Elle est généralement unilatérale, avec une augmentation progressive de l'opacité cornéenne dès la naissance."
135,2022,Teórica II,Córnea,,"Em paciente com ceratopatia bolhosa e edema de córnea secundário à insuficiência endotelial, qual dos produtos de uso tópico, dentre os abaixo, deve ser evitado?
a)Hialuronato de sódio.
b)Cloreto de sódio.
c)Inibidores da anidrase carbônica.
d)Ciclopentolato.","En un paciente con queratopatía ampollosa y edema corneal secundario a insuficiencia endotelial, ¿cuál de los siguientes productos tópicos debe evitarse?
a) hialuronato de sodio.
b) cloruro de sodio.
c) Inhibidores de la anhidasa carbónica.
d) ciclopentolato.","In a patient with bullous keratopathy and corneal edema secondary to endothelial insufficiency, which of the following topical products should be avoided?
a) Sodium hyaluronate.
b) Sodium chloride.
c) Inhibitors of carbonic anhydrase.
d) Cyclopentolate.","Sa pasyenteng may bullous keratopathy at pamamaga ng cornea dala ng endothelial insufficiency, alin sa mga sumusunod na produkto ang dapat iwasan?
a) Sodium hyaluronate
b) Sodium chloride
c) Mga inhibitor ng Carbonic anhydrase
d) Cyclopentolate",C,"Chez un patient atteint de kératopathie bulleuse et d'œdème cornéen secondaire à une insuffisance endothéliale, lequel des produits topiques suivants doit être évité ?
a) Hyaluronate de sodium.
b) Chlorure de sodium.
c) Inhibiteurs de l'anhydrase carbonique.
d) Cyclopentolate."
136,2022,Teórica II,Córnea,,"Infestação palpebral pelo Phtirus pubis, pode ser tratada, preferencialmente, com qual das opções abaixo?

a)Doxiciclina via oral.
b)Xampu a base de óleo de melaleuca (tea tree oil).
c)Múltiplas sessões de aplicação de luz pulsada regulada, de alta intensidade (IRPL), na região periocular.
d)Ivermectina via oral.","La infestación de párpados por Phtirus pubis se puede tratar, preferiblemente, ¿con cuál de las siguientes opciones?

a) Doxiciclina oral.
b) Champú a base de aceite de árbol de té.
c) Múltiples sesiones de aplicación de luz pulsada regulada de alta intensidad (IRPL) en la región periocular.
d) Ivermectina por vía oral.","Palpebral infestation by Phtirus pubis, is preferably treated with which of the options below?

a) Doxycycline orally.
b) Tea tree oil-based shampoo.
c) Multiple sessions of application of high-intensity regulated pulsed light (IRPL) in the periocular region.
d) Ivermectin orally. ","Ang Palpebral infestation ng Phtirus pubi ay mainam na gamitan ng alin sa mga sumusunod?
a) Doxycycline orally.
b) Tea tree oil-based shampoo.
c) Makaulit na paglalagay ng high-intensity regulated pulsed light (IRPL) sa periocular region.
d) Ivermectin orally. ",D,"L'infestation palpébrale par Phtirus pubis est de préférence traitée avec laquelle des options ci-dessous ?

a) Doxycycline par voie orale.
b) Shampooing à base d'huile d'arbre à thé.
c) Plusieurs séances d'application de lumière pulsée régulée à haute intensité (IRPL) dans la région périorbitaire.
d) Ivermectine par voie orale."
137,2022,Teórica II,Córnea,,"Com relação às manifestações das conjuntivites, é correto afirmar:
a)Na ceratoconjuntivite vernal, a hipertrofia papilar ocorre frequentemente tanto na conjuntiva tarsal superior quanto na inferior, com aspecto e intensidade semelhantes.
b)Na conjuntivite papilar gigante secundária ao uso de próteses oculares, lentes de contato e fios de sutura, raramente a conjuntiva tarsal inferior apresenta hipertrofia papilar.
c)Na dermatoceratoconjuntivite atópica a hipertrofia papilar ocorre caracteristicamente na conjuntiva tarsal superior.
d)Conjuntivite alérgica perene frequentemente desenvolve papilas, localizadas geralmente na conjuntiva tarsal superior, com diâmetro superior a um milímetro.","Respecto a las manifestaciones de la conjuntivitis, es correcto afirmar:
a) En la queratoconjuntivitis vernal la hipertrofia papilar se produce con frecuencia tanto en la conjuntiva tarsal superior como en la inferior, con apariencia e intensidad similares.
b) En la conjuntivitis papilar gigante secundaria al uso de prótesis oculares, lentes de contacto y suturas, la conjuntiva tarsal inferior rara vez presenta hipertrofia papilar.
c) En la dermatoqueratoconjuntivitis atópica, la hipertrofia papilar se produce característicamente en la conjuntiva tarsal superior.
d) La conjuntivitis alérgica perenne suele desarrollar papilas, generalmente situadas en la conjuntiva tarsal superior, con un diámetro superior a un milímetro.","Regarding the manifestations of conjunctivitis, it is correct to state:
a) In vernal keratoconjunctivitis, papillary hypertrophy often occurs in both the upper and lower tarsal conjunctiva, with similar appearance and intensity.
b) In giant papillary conjunctivitis secondary to the use of ocular prostheses, contact lenses and suture threads, the lower tarsal conjunctiva rarely presents papillary hypertrophy.
c) In atopic dermatokeratoconjunctivitis, papillary hypertrophy characteristically occurs in the upper tarsal conjunctiva.
d) Perennial allergic conjunctivitis often develops papillae, usually located in the upper tarsal conjunctiva, with a diameter greater than one millimeter.","Patungkol sa mga sintomas ng conjunctivitis, alin sa mga sumusunod ang tama?
a) Sa vernal keratoconjunctivits, madalas nangyayari ang papillary hypertrophy sa parehong itaas at ibabang tarsal conjunctiva na may parehong hitsura at sidhi
b) Sa malalaking papillary conjunctivitis dala ng paggamit ng ocular prostheses, contact lenses, at suture threads, madalang magkaroon ng papillary hypoertrophy ang ilalim na tarsal conjunctiva
c) Sa atopic dermatokeratoconjunctivitis, nagkakaroon ng papillary hypertrophy sa itaas na tarsal conjunctiva
d) Nagdudulot ang perrenial allergic conjunctivitis ng pagkakaroon ng papillae na makikita sa itaas na tarsal conjunctiva na may lapad na higit sa 1 mm ",B,"Concernant les manifestations de la conjonctivite, il est correct d'affirmer :
a) Dans la kératoconjonctivite vernale, une hypertrophie papillaire se produit souvent à la fois dans la conjonctive tarsale supérieure et inférieure, avec une apparence et une intensité similaires.
b) Dans la conjonctivite papillaire géante secondaire à l'utilisation de prothèses oculaires, de lentilles de contact et de fils de suture, la conjonctive tarsale inférieure présente rarement une hypertrophie papillaire.
c) Dans la dermatokératoconjonctivite atopique, l'hypertrophie papillaire se produit caractéristiquement dans la conjonctive tarsale supérieure.
d) La conjonctivite allergique perannuelle développe souvent des papilles, généralement situées dans la conjonctive tarsale supérieure, avec un diamètre supérieur à un millimètre."
138,2022,Teórica II,Córnea,,"Com relação às conjuntivites adenovirais, é correto afirmar:
a)A remoção de pseudomembranas está associada a maior risco de formação de simbléfaro e por isso deve ser evitada.
b)Uso de corticosteroides tópicos de baixa concentração está indicado para prevenção do aparecimento de pseudomembranas, e por isso, eles são prescritos logo após o início dos sintomas.
c)Corticosteroides tópicos, utilizados na fase aguda, favorecem replicação viral com aumento da carga viral na superfície ocular.
d)Estudos controlados demonstraram eficácia do uso do cetorolaco 0,5% na fase aguda da conjuntivite para alívio dos sintomas, com redução da duração do período de contágio, em comparação ao uso de colírios lubrificantes.","Respecto a la conjuntivitis adenoviral, es correcto afirmar:
a) La eliminación de pseudomembranas se asocia con un mayor riesgo de formación de simbléfaron y, por tanto, debe evitarse.
b) El uso de corticoides tópicos de baja concentración está indicado para prevenir la aparición de pseudomembranas, por lo que se prescriben poco después del inicio de los síntomas.
c) Los corticoides tópicos, utilizados en la fase aguda, favorecen la replicación viral con un aumento de la carga viral en la superficie ocular.
d) Estudios controlados han demostrado la eficacia del uso de ketorolaco al 0,5% en la fase aguda de la conjuntivitis para aliviar los síntomas, con una reducción de la duración del período de contagio, en comparación con el uso de colirios lubricantes.","Regarding adenoviral conjunctivitis, it is correct to state:
a) The removal of pseudomembranes is associated with a higher risk of symblepharon formation and therefore should be avoided.
b) Use of low-concentration topical corticosteroids is indicated to prevent the appearance of pseudomembranes, and therefore, they are prescribed soon after the onset of symptoms.
c) Topical corticosteroids, used in the acute phase, favor viral replication with increased viral load on the ocular surface.
d) Controlled studies have shown the effectiveness of using ketorolac 0.5% in the acute phase of conjunctivitis to relieve symptoms, with a reduction in the duration of the contagion period, compared to the use of lubricating eye drops.","Patungkol sa mga sintomas ng conjunctivitis, alin sa mga sumusunod ang tama:
a) Ang pagtanggal ng pseudomembranes ay nauugnay sa mas mas malaking posibilidad ng symblepharon formation kaya dapat itong iwasan.
b) Ang paggamit ng mga topical corticosteroids na may mababang konsentrasyon ay ginagamit upang mapigilan ang pagkakaroon ng pseudomembranes, kaya dapat ito ibigay kagyat na pagkatapos makita ang sintomas. 
c) Ang paggamit ng topical corticosteroids ay nagpapaibayo ng viral replication dala ng mas pinaraming viral load sa ocular surface
d) Ayon sa mga pag-aaral, epektibo ang paggamit ng ketorolac 0.5% sa bilang panlunas sa sintomas ng conjunctivitis at pagpapaikli ng contagion period nito kumpara sa paggamit lamang ng lubricating eye drops.
",C,"Concernant la conjonctivite adénovirale, il est correct d'affirmer :
a) L'élimination des pseudomembranes est associée à un risque plus élevé de formation de symblépharon et doit donc être évitée.
b) L'utilisation de corticostéroïdes topiques à faible concentration est indiquée pour prévenir l'apparition de pseudomembranes, et ils sont donc prescrits peu de temps après l'apparition des symptômes.
c) Les corticostéroïdes topiques, utilisés en phase aiguë, favorisent la réplication virale avec une charge virale accrue sur la surface oculaire.
d) Des études contrôlées ont montré l'efficacité de l'utilisation de kétorolac 0,5 % en phase aiguë de la conjonctivite pour soulager les symptômes, avec une réduction de la durée de la période de contagion, par rapport à l'utilisation de collyres lubrifiants."
139,2022,Teórica II,Córnea,,"Considerando os transplantes de córnea realizados com finalidade óptica, qual a associação mais adequada?

I. Distrofia de Fuchs.
II. Distrofia granular.
III. Opacidade após hidrópsia.
IV. Ceratopatia bolhosa.

A- Indicação para realização de transplante lamelar posterior.
B- Contraindicação para a realização de transplante lamelar anterior profundo.
C- Contraindicação para realização de transplante lamelar anterior superficial.
D- Indicação para a realização de transplante lamelar anterior profundo.

a)I: A, II: B, III: D, IV: C.
b)I: B, II: D, III: C, IV: A.
c)I: C, II: A, III: D, IV: B.
d)I: D, II: C, III: A, IV: B.","Teniendo en cuenta los trasplantes corneales realizados con fines ópticos, ¿cuál es la asociación más apropiada?

I. Distrofia Fuchs.
II.Distrofia granular.
Iii.Opacidad después de la hidropiedad.
IV.queratopatía ampollosa.

A- Indicación para el trasplante lamelar posterior.
B- Contraindicación para realizar un trasplante lamelar anterior profundo.
C-contraindicación para realizar un trasplante lamelar anterior superficial.
D-indicación para un trasplante lamelar anterior profundo.

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B.","Considering corneal transplants performed for optical purposes, what is the most appropriate association?

I. Fuchs dystrophy.
II. granular dystrophy.
III. Opacity after hydrops.
IV. bullous keratopathy.

A- Indication for posterior lamellar transplantation.
B- Contraindication for performing a deep anterior lamellar transplant.
C- Contraindication for performing a superficial anterior lamellar transplant.
D- Indication for deep anterior lamellar transplantation.

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B.","Pagtambalin ang mga kondisyon sa mata sa Hanay A at ang mga angkop na pahayag sa Hanay B

I. Fuchs Dystrophy.
II. Granular Dystrophy.
III. Opacity pagkatapos ng hydrops.
IV. Bullous keratopathy.

A- Indikasyon para sa posterior lamellar transplantation
B- Kontraindikasyon para sa pagsasagawa ng deep anterior lamellar transplant
C- Kontraindikasyon para sa pagsasagawa ng superficial anterior lamellar transplant
D- Indikasyon para sa deep anterior lamellar transplant

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B.",B,"En considérant les greffes de cornée effectuées à des fins optiques, quelle est l'association la plus appropriée ?

I. Dystrophie de Fuchs.
II. Dystrophie granulaire.
III. Opacité après hydropisie.
IV. Kératopathie bulleuse.

A- Indication pour une transplantation lamellaire postérieure.
B- Contre-indication pour effectuer une greffe lamellaire antérieure profonde.
C- Contre-indication pour effectuer une greffe lamellaire antérieure superficielle.
D- Indication pour une greffe lamellaire antérieure profonde.

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B."
140,2022,Teórica II,Córnea,,"Com relação ao herpes zoster oftálmico, é correto afirmar:
a)No tratamento de pacientes adultos imunocompetentes quando realizado com o valaciclovir, é utilizada a dose total diária de 3 g.
b)A endotelite disciforme, seguida da úlcera neurotrófica, são as duas manifestações clínicas mais frequentes do comprometimento da córnea, considerando os dois primeiros meses após o início da infecção.
c)O sinal de Hutchinson indica comprometimento dos ramos maxilar e mandibular do nervo trigêmeo e sinaliza aumento de probabilidade do acometimento ocular durante a infecção.
d)Um único dermátomo será acometido numa mesma ocorrência da infecção.","Respecto al herpes zoster oftálmico es correcto afirmar:
a) En el tratamiento de pacientes adultos inmunocompetentes cuando se realiza con valaciclovir se utiliza una dosis total diaria de 3 g.
b) La endotelitis disciforme, seguida de las úlceras neurotróficas, son las dos manifestaciones clínicas más frecuentes de afectación corneal, considerando los dos primeros meses del inicio de la infección.
c) El signo de Hutchinson indica afectación de las ramas maxilar y mandibular del nervio trigémino y señala una mayor probabilidad de afectación ocular durante la infección.
d) Un solo dermatoma se verá afectado en la misma aparición de infección.","Regarding ophthalmic herpes zoster, it is correct to state:
a) In the treatment of immunocompetent adult patients when performed with valaciclovir, a total daily dose of 3 g is used.
b) Disciform endothelitis, followed by neurotrophic ulcer, are the two most frequent clinical manifestations of corneal involvement, considering the first two months after the onset of infection.
c) Hutchinson's sign indicates involvement of the maxillary and mandibular branches of the trigeminal nerve and indicates an increased probability of ocular involvement during infection.
d) A single dermatome will be affected in the same occurrence of the infection.","Alin sa mga sumusunod na pahayag tungkol sa ophthalmic herpes zoster ang totoo?
a) Sa paggamot ng immunocompetent na pasyente gamit ang valaciclovir, 3 g ang inirerekomendang pang-araw-araw na dosage.
b) Ang disciform endothelitis na susundan ng neurotrophic ulcer, ang dalawang madalas na klinikal na manipestasyon ng corneal involvement, sa loob ng dalawang buwan pagkatapos ng onset ng impeksyon
c) Ipinapahiwatig ng Hutchinson sign ang kinalaman ng maxillary at mandibular na mga sanga ng trigeminal nerve at nagpapahiwatig din ito pagtaas ng posibilidad ng oculae involvement habang nagkakaimpeksyon.
d) Isang single dermatome ang maaapektuhan kasabay ng manipestasyon ng impeksyon",A,"Concernant le zona ophtalmique, il est correct de déclarer :
a) Dans le traitement des patients adultes immunocompétents lorsqu'il est effectué avec le valaciclovir, une dose quotidienne totale de 3 g est utilisée.
b) L'endothélite disciforme, suivie de l'ulcère neurotrophique, sont les deux manifestations cliniques les plus fréquentes de l'atteinte cornéenne, considérant les deux premiers mois après le début de l'infection.
c) Le signe de Hutchinson indique une atteinte des branches maxillaire et mandibulaire du nerf trijumeau et indique une probabilité accrue d'atteinte oculaire pendant l'infection.
d) Un seul dermatome sera affecté lors de la même occurrence de l'infection."
141,2022,Teórica II,Cirurgia Refrativva,,"Em relação aos exames pré-operatórios em cirurgia refrativa, assinale a alternativa correta.
a)A topografia de disco de Plácido gera o mapa paquimétrico ou de espessura corneana.
b)A topografia de disco de Plácido e o sistema de Scheimpflug são capazes de gerar tanto os mapas axiais como os tangenciais da córnea.
c)Os mapas gerados pela topografia de disco de Plácido são derivados da reflexão da face anterior e posterior da córnea.
d)O sistema de Scheimpflug avalia a curvatura anterior, o mapa de espessura, mas não a face posterior.","Respecto a los exámenes preoperatorios en cirugía refractiva, seleccionar la alternativa correcta.
a) La topografía del disco de Plácido genera el mapa paquimétrico o de espesor corneal.
b) La topografía del disco de Plácido y el sistema de Scheimpflug son capaces de generar mapas tanto axiales como tangenciales de la córnea.
c) Los mapas generados por la topografía del disco de Plácido se derivan del reflejo de la superficie anterior y posterior de la córnea.
d) El sistema Scheimpflug evalúa la curvatura anterior, el mapa de espesor, pero no la cara posterior.","Regarding preoperative exams in refractive surgery, mark the correct alternative.
a) Placido disc topography generates the pachymetric or corneal thickness map.
b) Placido's disc topography and the Scheimpflug system are capable of generating both axial and tangential maps of the cornea.
c) The maps generated by Plácido's disk topography are derived from the reflection of the anterior and posterior surface of the cornea.
d) The Scheimpflug system evaluates the anterior curvature, the thickness map, but not the posterior face.","Alin sa mga sumusunod na pahayag patungkol sa preoperative exams sa refractive surgery ang totoo?
a) Ang topograpikong disc ng Placido ay lumilikha ng mapa ng pachymetric o kapal ng cornea
b) Ang topograpiya ng disc ng Placido at ang Scheimpflug system ay may kakayahang makabuo ng parehong mga axial at tangential na mga mapa ng cornea.
c) Ang mga mapa na nabuo ng topograpikong disk ng plácido ay nagmula sa repleksyin ng anterior at posterior surface ng cornea
d) Sinusuri ng Scheimpflug system ang anterior curvature, ang kapal ng namapa, ngunit hindi ang posterior face.",B,"Concernant les examens préopératoires en chirurgie réfractive, cochez l'alternative correcte.
a) La topographie par disque de Placido génère la carte pachymétrique ou d'épaisseur cornéenne.
b) La topographie par disque de Placido et le système de Scheimpflug sont capables de générer à la fois des cartes axiales et tangentielles de la cornée.
c) Les cartes générées par la topographie par disque de Placido sont dérivées de la réflexion de la surface antérieure et postérieure de la cornée.
d) Le système de Scheimpflug évalue la courbure antérieure, la carte d'épaisseur, mais pas la face postérieure."
142,2022,Teórica II,Cirurgia Refrativa,,"Qual das condições abaixo tem seu risco aumentado após cirurgia de LASIK?
a)Catarata.
b)Glaucoma.
c)Olho seco.
d)Descolamento de retina.","¿Cuál de las condiciones a continuación tiene un mayor riesgo después de la cirugía LASIK?
a) catarata.
b) Glaucoma.
c) ojo seco.
d) Detapa de la retina.","Which of the conditions below is at increased risk after LASIK surgery?
a) Cataract.
b) Glaucoma.
c) Dry eye.
d) retinal detachment.","Alin sa mga kundisyon sa ibaba ang puwedeng maging komplikasyon pagkatapos ng isang LASIK na operasyon?
a) Katarata
b) Glaucoma
c) Nanunuyong mata
d) Retinal detachment",C,"Laquelle des conditions ci-dessous présente un risque accru après une chirurgie LASIK ?
a) Cataracte.
b) Glaucome.
c) Œil sec.
d) Décollement de la rétine."
