ID,year,test,theme,subtheme,portuguese,english,answer,responses_english,reasoning_english,responses_portuguese,reasoning_portuguese
90,2022,Teórica II,Uveíte,,"Paciente chega ao pronto-socorro com queixa de dor, redução da visão e hiperemia do olho direito há dois dias. Ao exame, apresenta acuidade visual 0,1, reação de câmara anterior duas cruzes em quatro, precipitados ceráticos granulomatosos e lesão branco-amarelada de limites pouco definidos na periferia da retina no olho direito. O olho esquerdo não tem alterações. Qual a conduta inicial mais apropriada? a) Ultrassonografia ocular. b) Uso de corticoide e cicloplégico tópicos. c) Uso de corticoide oral. d) Sorologia para toxoplasmose.","A patient arrives at the emergency room complaining of pain, reduced vision and hyperemia in the right eye for two days. On examination, he has a visual acuity of 0.1, anterior chamber reaction two crosses out of four, granulomatous keratic precipitates and a white-yellowish lesion with poorly defined limits on the periphery of the retina in the right eye. The left eye has no changes. What is the most appropriate initial course of action? a) Eye ultrasound. b) Use of topical corticosteroids and cycloplegic. c) Use of oral corticosteroids. d) Serology for toxoplasmosis.",B,A,The patient's symptoms suggest a possible retinal detachment or other serious ocular condition. An eye ultrasound is the most appropriate initial course of action as it can help to confirm the diagnosis and determine the extent of the condition.,B,"The patient's symptoms suggest a case of uveitis, which is inflammation of the uvea. The initial treatment for uveitis typically involves the use of topical corticosteroids and cycloplegics to reduce inflammation and pain."
91,2022,Teórica II,Uveíte,,"Paciente de 8 anos com diagnóstico de artrite juvenil idiopática, sem outras comorbidades, ainda sem tratamento, apresenta quadro recidivante de uveíte anterior associada a sinéquias posteriores, ceratopatia em faixa e catarata. Qual conduta mais apropriada neste momento dentre as alternativas abaixo? a) Facectomia com implante de lente intraocular acrílica. b) Uso de imunomodulador sistêmico. c) Uso de corticoide oral. d) Uso de EDTA tópico.","An 8-year-old patient with a diagnosis of juvenile idiopathic arthritis, without other comorbidities, still untreated, presents with recurrent anterior uveitis associated with posterior synechiae, band keratopathy and cataract. What is the most appropriate conduct at this time among the alternatives below? a) Facectomy with acrylic intraocular lens implantation. b) Use of systemic immunomodulator. c) Use of oral corticosteroids. d) Use of topical EDTA.",C,B,"The most appropriate treatment for a patient with juvenile idiopathic arthritis and recurrent anterior uveitis would be the use of systemic immunomodulators. This is because these conditions are autoimmune in nature, and immunomodulators can help to control the immune system's response and reduce inflammation.",B,"O uso de imunomoduladores sistêmicos é a melhor opção para o tratamento de artrite juvenil idiopática com complicações oculares, como uveíte anterior, sinéquias posteriores, ceratopatia em faixa e catarata. Esses medicamentos ajudam a controlar a inflamação e a prevenir danos adicionais aos olhos."
92,2022,Teórica II,Uveíte,,Qual é o imunossupressor de escolha para crianças com uveíte anterior secundária à artrite juvenil idiopática? a) Azatioprina. b) Tacrolimus. c) Ciclofosfamida. d) Metotrexato.,What is the immunosuppressant of choice for children with anterior uveitis secondary to juvenile idiopathic arthritis? a) Azathioprine. b) Tacrolimus. c) Cyclophosphamide. d) Methotrexate.,D,D,Methotrexate is often the first-line immunosuppressant used in children with anterior uveitis secondary to juvenile idiopathic arthritis due to its efficacy and safety profile.,D,O metotrexato é o imunossupressor de escolha para crianças com uveíte anterior secundária à artrite juvenil idiopática. É eficaz e tem um perfil de segurança bem estabelecido em crianças.
93,2022,Teórica II,Uveíte,,"Dentre as alternativas abaixo, qual exame é o mais apropriado para o seguimento de um paciente com panuveite secundária à doença de Behçet, em uso de ciclosporina? a) Creatinina. b) Ferritina. c) Glicemia de jejum. d) HLA-B51.","
Among the alternatives below, which exam is the most appropriate for the follow-up of a patient with panuveitis secondary to Behçet's disease, using cyclosporine? a) Creatinine. b) Ferritin. c) Fasting blood glucose. d) HLA-B51.",A,A,"Cyclosporine is a medication that can cause kidney damage, so monitoring creatinine levels is important to assess kidney function in patients taking this medication. The other options are not directly related to the side effects of cyclosporine or the monitoring of Behçet's disease.",A,"A ciclosporina é um medicamento que pode causar danos renais, por isso, é importante monitorar a função renal em pacientes que estão tomando este medicamento. A creatinina é um exame de sangue que mede a função renal, tornando-se a escolha mais apropriada para o seguimento de um paciente com panuveite secundária à doença de Behçet, em uso de ciclosporina."
94,2022,Teórica II,Uveíte,,"Paciente de 25 anos, sexo feminino, refere redução da acuidade visual há poucos dias, precedida de febre, cefaleia e mal-estar. Ao exame, apresenta reação de câmara anterior duas cruzes, vitreíte uma cruz em quatro e descolamento da retina no polo posterior comprometendo a mácula, sem roturas em ambos os olhos. Qual o tratamento mais apropriado para o descolamento de retina? a) Vitrectomia posterior com infusão de SF6 e posição de cabeça. b) Corticoide oral. c) Retinopexia pneumática. d) Introflexão escleral com explante macular.","A 25-year-old female patient reported reduced visual acuity for a few days, preceded by fever, headache and malaise. On examination, she has a two-cross anterior chamber reaction, vitreitis, a four-cross, and retinal detachment at the posterior pole, compromising the macula, without holes in both eyes. What is the most appropriate treatment for retinal detachment? a) Posterior vitrectomy with SF6 infusion and head position. b) oral corticosteroid. c) Pneumatic retinopexy. d) Scleral introflexion with macular explant.",B,A,Posterior vitrectomy with SF6 infusion and head position is the most appropriate treatment for retinal detachment. This procedure involves removing the vitreous humor from the eye and replacing it with a gas bubble to help the retina reattach. The patient is then instructed to maintain a specific head position to keep the gas bubble in contact with the detached retina.,A,A vitrectomia posterior com infusão de SF6 e posição de cabeça é o tratamento mais apropriado para o descolamento de retina. Este procedimento envolve a remoção do vítreo do olho e a substituição por um gás que empurra a retina de volta para a parede do olho. A posição da cabeça ajuda a manter a retina no lugar enquanto ela cicatriza.
95,2022,Teórica II,Uveíte,,"Paciente com história de trauma ocular aberto no olho direito há um ano apresenta reação de câmara anterior uma cruz, alteração da cor da íris, turvação vítrea leve e retina colada. O eletrorretinograma apresenta respostas extintas nas fases fotópica e escotópica. O olho esquerdo não apresenta alterações. Qual a causa mais provável? a) Endoftalmite bacteriana. b) Endoftalmite fúngica. c) Oftalmia simpática. d) Retenção de corpo estranho intraocular metálico.","Patient with a history of open ocular trauma in the right eye one year ago, presents anterior chamber reaction to a cross, iris color change, mild vitreous clouding and glued retina. The electroretinogram shows extinguished responses in the photopic and scotopic phases. The left eye shows no alterations. What is the most likely cause? a) Bacterial endophthalmitis. b) Fungal endophthalmitis. c) Sympathetic ophthalmia. d) Retention of metallic intraocular foreign body.",D,C,"The symptoms described are consistent with sympathetic ophthalmia, a bilateral diffuse uveitis that usually occurs after trauma to one eye. The other options are less likely as they would typically present with more acute symptoms.",C,"Oftalmia simpática é uma inflamação bilateral não supurativa e crônica do olho, que ocorre após um trauma penetrante em um olho. Os sintomas descritos, como alteração da cor da íris, turvação vítrea e retina colada, são consistentes com esta condição."
96,2022,Teórica II,Uveíte,,"Dentre as alternativas abaixo, qual microorganismo está associado à doença de Eales? a)Bartonella henselae. b)Mycobacterium tuberculosis. c)Toxoplasma gondii. d) Vírus Epstein-Barr.","
Among the alternatives below, which microorganism is associated with Eales disease? a) Bartonella henselae. b) Mycobacterium tuberculosis. c) Toxoplasma gondii. d) Epstein-Barr virus.",B,B,"Eales disease is a type of idiopathic peripheral inflammatory venous disease, and Mycobacterium tuberculosis has been associated with it.",B,"A doença de Eales é uma condição inflamatória idiopática que afeta a retina. Embora a causa exata seja desconhecida, há uma associação com a tuberculose, tornando o Mycobacterium tuberculosis a resposta mais provável."
97,2022,Teórica II,Uveíte,,"Sobre o acometimento ocular na espondilite ancilosante, é correto afirmar: a) É bilateral, não simultâneo, na maioria dos casos. b) O quadro mais característico corresponde a episódios de uveíte intermediária. c) Sinéquia posterior da íris é complicação rara. d) Trata-se de processo inflamatório granulomatoso.","Regarding ocular involvement in ankylosing spondylitis, it is correct to state: a) It is bilateral, not simultaneous, in most cases. b) The most characteristic picture corresponds to episodes of intermediate uveitis. c) Posterior synechiae of the iris is a rare complication. d) It is a granulomatous inflammatory process.",A,A,"Ankylosing spondylitis often affects the eyes causing uveitis, which is usually unilateral and not simultaneous. The other options are incorrect. Intermediate uveitis is not the most characteristic picture, posterior synechiae of the iris is not a rare complication, and it is not a granulomatous inflammatory process.",A,"A espondilite anquilosante é uma doença inflamatória crônica que afeta principalmente a coluna vertebral e as articulações sacroilíacas, mas também pode afetar outras articulações e órgãos, incluindo os olhos. A manifestação ocular mais comum da espondilite anquilosante é a uveíte anterior aguda, que geralmente é unilateral e ocorre em episódios. Portanto, a afirmação 'É bilateral, não simultâneo, na maioria dos casos' é a mais correta."
98,2022,Teórica II,Retina,,"Qual dos achados abaixo, ao exame de tomografia de coerência óptica, representa maior risco de ruptura do epitélio pigmentado da retina no tratamento com antiangiogênico de membranas neovasculares? a) Anastomose retinocoroidal com hemorragia retiniana. b) Descolamento elevado do epitélio pigmentado da retina. c) Aumento acentuado e difuso da espessura da coroide e coriocapilares. d) Grande quantidade de líquido subretiniano com poucos cistos intraretinianos.","Which of the following findings, on optical coherence tomography, represents a greater risk of retinal pigment epithelium rupture in antiangiogenic treatment of neovascular membranes? a) Retinochoroidal anastomosis with retinal hemorrhage. b) Elevated detachment of the retinal pigment epithelium. c) Marked and diffuse increase in the thickness of the choroid and choriocapillaries. d) Large amount of subretinal fluid with few intraretinal cysts.",B,B,"Elevated detachment of the retinal pigment epithelium represents a greater risk of retinal pigment epithelium rupture in antiangiogenic treatment of neovascular membranes. This is because the detachment can lead to a break in the retinal pigment epithelium, which can then rupture.",B,"O descolamento elevado do epitélio pigmentado da retina representa um maior risco de ruptura do epitélio pigmentado da retina no tratamento com antiangiogênico de membranas neovasculares. Isso ocorre porque o descolamento pode levar a uma maior tensão na retina, aumentando o risco de ruptura."
99,2022,Teórica II,Retina,,"A fase aguda de algumas doenças da retina apresenta-se tipicamente, apenas, com apagamento reversível da zona elipsoide ao exame de tomografia de coerência óptica da mácula. Assinale a alternativa que melhor exemplifica uma destas condições. a) Maculopatia média aguda paracentral. b) Oclusão da artéria central da retina. c) Neurorretinopatia macular aguda. d) Oclusão venosa retiniana.",The acute phase of some retinal diseases typically presents only with reversible glare of the ellipsoid zone on optical coherence tomography of the macula. Mark the alternative that best exemplifies one of these conditions. a) Paracentral acute medium maculopathy. b) Occlusion of the central retinal artery. c) Acute macular neuroretinopathy. d) Retinal venous occlusion.,C,A,Paracentral acute middle maculopathy (PAMM) is a condition that typically presents with reversible glare of the ellipsoid zone on optical coherence tomography of the macula during the acute phase. The other options do not typically present in this way.,C,"A neurorretinopatia macular aguda é uma condição que se apresenta com apagamento reversível da zona elipsoide na fase aguda, conforme descrito na pergunta."
100,2022,Teórica II,Retina,,Qual das distrofias retinianas abaixo está mais tipicamente associada a espaços cistoides maculares centrais em padrão radial? a) Coroideremia. b) Distrofia de cones. c) Fundus flavimaculatus. d) Retinosquise congênita ligada ao X.,Which of the following retinal dystrophies is most typically associated with central macular cystoid spaces in a radial pattern? a) Choroideremia. b) Cone dystrophy. c) Fundus flavimaculatus. d) Congenital X-linked retinoschisis.,D,D,Congenital X-linked retinoschisis is most typically associated with central macular cystoid spaces in a radial pattern. This is a characteristic feature of this condition.,D,"A retinosquise congênita ligada ao X é mais tipicamente associada a espaços cistoides maculares centrais em padrão radial. Esta é uma condição genética que causa uma divisão (esquise) nas camadas da retina, o tecido sensível à luz na parte de trás do olho."
101,2022,Teórica II,Retina/Oncologia,,A proliferação melanocítica uveal difusa bilateral é melhor classificada como: a) Desordem paraneoplásica. b) Apresentação grave do melanoma de coroide. c) Variante da síndrome de Vogt-Koyanagi-Harada. d) Desordem secundária a tratamento de descolamento de retina.,Bilateral diffuse uveal melanocytic proliferation is best classified as: a) Paraneoplastic disorder. b) Severe presentation of choroidal melanoma. c) Variant of Vogt-Koyanagi-Harada syndrome. d) Disorder secondary to retinal detachment treatment.,A,A,"Bilateral diffuse uveal melanocytic proliferation is a paraneoplastic disorder. It is not a severe presentation of choroidal melanoma, a variant of Vogt-Koyanagi-Harada syndrome, or a disorder secondary to retinal detachment treatment.",A,A proliferação melanocítica uveal difusa bilateral é uma desordem paraneoplásica. É uma condição rara que ocorre em pacientes com câncer e é caracterizada por alterações na pigmentação e espessamento da úvea.
102,2022,Teórica II,Retina,,"No exame da periferia da retina, para avaliar uma determinada região: a) O paciente deve olhar para o lado oposto da região que se deseja observar e o médico se posicionar no mesmo lado. b) O paciente deve olhar para o lado da região que se deseja observar e o médico se posicionar no lado oposto. c) O paciente deve olhar para o lado da região que se deseja observar e o médico se posicionar também no mesmo lado. d) O paciente deve olhar para o lado oposto da região que se deseja observar e o médico se posicionar também no lado oposto.","In the examination of the periphery of the retina, in order to evaluate a certain region: a) The patient must look to the opposite side of the region to be observed and the doctor should position himself on the same side. b) The patient should look to the side of the region to be observed and the doctor should position himself on the opposite side. c) The patient must look to the side of the region to be observed and the doctor also position himself on the same side. d) The patient should look at the opposite side of the region to be observed and the doctor should also position himself on the opposite side.",B,A,"In order to examine the periphery of the retina, the patient should look to the opposite side of the region to be observed and the doctor should position himself on the same side. This allows the doctor to have a clear view of the area to be examined.",A,"Para examinar uma determinada região da periferia da retina, o paciente deve olhar para o lado oposto da região que se deseja observar e o médico deve se posicionar no mesmo lado. Isso permite que o médico veja a área da retina que está sendo examinada."
103,2022,Teórica II,Retina,,"Assinale a alternativa que correlaciona corretamente a alteração no exame de angiofluoresceinografia e sua descrição. a) Acúmulo (pooling): aparecimento tardio, área aumenta ao longo do exame. b) Impregnação (staining): aparecimento precoce, área aumenta ao longo do exame. c) Defeito em janela: aparecimento precoce, área mantida ao longo do exame. d) Extravazamento: aparecimento tardio, área mantida ao longo do exame.","Check the alternative that correctly correlates the change in the fluorescein angiography exam and its description. a) Accumulation (pooling): late appearance, area increases throughout the exam. b) Staining: early appearance, area increases throughout the exam. c) Window defect: early appearance, area maintained throughout the exam. d) Extravasation: late appearance, area maintained throughout the examination.",C,A,"Accumulation (pooling) in fluorescein angiography is characterized by a late appearance and the area increases throughout the exam. This is due to the accumulation of dye in a certain area, which increases over time.",A,A opção A é a correta. O acúmulo (pooling) na angiofluoresceinografia é caracterizado pelo aparecimento tardio e a área aumenta ao longo do exame.
104,2022,Teórica II,Retina,,"Considerando a classificação da retinopatia diabética a partir dos achados fundoscópicos e seu significado prognóstico, podemos afirmar: a) Se não existem neovasos no exame de fundo de olho, o risco de desenvolver retinopatia diabética proliferativa em um ano é menor que 20%. b) A presença apenas de microhemorragias e microaneurismas em três quadrantes permite afirmar que este paciente não desenvolverá retinopatia diabética proliferativa em um ano. c) A presença de veias ingurgitadas associada a microaneurismas e microhemorragias em todos os quadrantes é considerada achado normal na retinopatia diabética e sugere um risco abaixo de 10% de desenvolver retinopatia diabética proliferativa em um ano. d) A presença de alterações microvasculares intrarretinianas (IRMA), moderadas, em dois quadrantes, indica que mais da metade dos pacientes desenvolverá retinopatia diabética proliferativa em cinco anos.","Considering the classification of diabetic retinopathy based on funduscopic findings and its prognostic significance, we can state: a) If there are no new vessels in the fundus examination, the risk of developing proliferative diabetic retinopathy in one year is less than 20%. b) The presence of only microhemorrhages and microaneurysms in three quadrants allows us to state that this patient will not develop proliferative diabetic retinopathy in one year. c) The presence of engorged veins associated with microaneurysms and microhemorrhages in all quadrants is considered a normal finding in diabetic retinopathy and suggests a risk below 10% of developing proliferative diabetic retinopathy in one year. d) The presence of intraretinal microvascular alterations (IRMA), moderate, in two quadrants, indicates that more than half of the patients will develop proliferative diabetic retinopathy in five years.",D,A,The absence of new vessels in the fundus examination indicates a lower risk of developing proliferative diabetic retinopathy. The other options either underestimate the risk or overestimate the normality of certain findings in diabetic retinopathy.,D,"A presença de alterações microvasculares intrarretinianas (IRMA), moderadas, em dois quadrantes, indica que mais da metade dos pacientes desenvolverá retinopatia diabética proliferativa em cinco anos. Isso ocorre porque as alterações microvasculares intrarretinianas são um sinal de retinopatia diabética e podem levar à forma proliferativa da doença."
105,2022,Teórica II,Retina,,"Num exame de tomografia de coerência óptica, qual a correlação correta entre a classificação e a descrição das membranas neovasculares? a) As membranas localizadas abaixo do epitélio pigmentado da retina são denominadas tipo 1. b) As membranas do tipo 2 localizam-se abaixo do epitélio pigmentado da retina, mas se estendem para a região entre o epitélio pigmentado da retina e a retina neurossensorial. c) As membranas localizadas abaixo do epitélio pigmentado da retina são denominadas tipo 3. d) As membranas que crescem bem delimitadas no espaço entre a retina neurossensorial e o epitélio pigmentado da retina são denominadas tipo 3.","In an optical coherence tomography exam, what is the correct correlation between the classification and the description of neovascular membranes? a) Membranes located below the retinal pigment epithelium are called type 1. b) Type 2 membranes are located below the retinal pigment epithelium, but extend into the region between the retinal pigment epithelium and the sensorineural retina. c) The membranes located below the retinal pigment epithelium are called type 3. d) The membranes that grow well delimited in the space between the sensorineural retina and the retinal pigment epithelium are called type 3.",A,A,Type 1 neovascular membranes are indeed located below the retinal pigment epithelium in an optical coherence tomography exam.,A,"As membranas neovasculares tipo 1 são aquelas que se localizam abaixo do epitélio pigmentado da retina. Portanto, a opção A é a correta."
106,2022,Teórica II,Retina,,"Quando consideramos o tratamento de um paciente com degeneração macular relacionada à idade, a melhor conduta baseada nos achados dos estudos AREDS é: a) A suplementação de vitaminas e antioxidantes está indicada em pacientes com histórico familiar, mesmo antes de aparecerem alterações retinianas. b) A presença de drusas intermediárias e grandes é indicação de suplementação de vitaminas e antioxidantes. c) A suplementação em pacientes fumantes deve incluir betacaroteno. d) Quando há lesão avançada em um dos olhos, não se recomenda a suplementação de vitaminas e antioxidantes.","When considering the treatment of a patient with age-related macular degeneration, the best approach based on the findings of the AREDS studies is: a) Vitamin and antioxidant supplementation is indicated in patients with a family history, even before retinal changes appear. b) The presence of intermediate and large drusen is an indication of vitamin and antioxidant supplementation. c) Supplementation in smokers should include beta-carotene. d) When there is an advanced lesion in one of the eyes, vitamin and antioxidant supplementation is not recommended.",B,B,"The Age-Related Eye Disease Study (AREDS) found that a specific high-dose formulation of antioxidants and zinc significantly reduced the risk of advanced AMD and its associated vision loss in patients with intermediate AMD or with advanced AMD in one eye. Therefore, the presence of intermediate and large drusen is an indication of vitamin and antioxidant supplementation.",B,"Os estudos AREDS mostraram que a suplementação de vitaminas e antioxidantes pode retardar a progressão da degeneração macular relacionada à idade em pessoas que já têm a doença em estágio intermediário ou avançado, caracterizado pela presença de drusas intermediárias ou grandes."
107,2022,Teórica II,Retina,,"A resposta elétrica da célula de Müller está melhor representada pela: a) Onda ""a"" do eletrorretinograma. b) Onda ""b"" do eletrorretinograma. c) Onda ""c"" do eletrorretinograma. d) Relação de Arden no eletro-oculograma.","The electrical response of the Müller cell is best represented by: a) ""a"" wave of the electroretinogram. b) Wave ""b"" of the electroretinogram. c) Wave ""c"" of the electroretinogram. d) Arden ratio on the electro-oculogram.",B,B,The 'b' wave of the electroretinogram is the best representation of the electrical response of the Müller cell. This is because the 'b' wave is generated by the activity of Müller cells and bipolar cells in the retina.,B,A onda 'b' do eletrorretinograma representa a resposta elétrica das células de Müller e células bipolares da retina.
108,2022,Teórica II,Retina,,"Qual a melhor conduta, entre as abaixo, para um paciente de 65 anos com descolamento de retina total decorrente de rasgadura retiniana periférica arqueada em 155 graus superiores, com borda posterior enrolada? a) Fotocoagulação a laser seguido de introflexão escleral, com explante posicionado superiormente. b) Introflexão escleral, com explante posicionado superiormente e uso de gás SF6 ao final da cirurgia. c) Retinopexia pneumática seguida de crioterapia ou fotocoagulação a laser. d) Vitrectomia posterior com uso de perfluorcarbono e fotocoagulação laser.","Which of the following is the best course of action for a 65-year-old patient with total retinal detachment due to a superior 155-degree arcuate peripheral retinal tear with a rolled-up posterior edge? a) Laser photocoagulation followed by scleral introflexion, with explant positioned superiorly. b) Scleral introflexion, with explant positioned superiorly and use of SF6 gas at the end of surgery. c) Pneumatic retinopexy followed by cryotherapy or laser photocoagulation. d) Posterior vitrectomy using perfluorocarbon and laser photocoagulation.",D,D,"Posterior vitrectomy using perfluorocarbon and laser photocoagulation is the best course of action for a 65-year-old patient with total retinal detachment due to a superior 155-degree arcuate peripheral retinal tear with a rolled-up posterior edge. This procedure allows for the removal of the vitreous gel that may be pulling on the retina and causing the detachment, and the use of perfluorocarbon helps to flatten the retina. Laser photocoagulation is then used to seal the tear.",D,"A vitrectomia posterior com uso de perfluorcarbono e fotocoagulação a laser é a melhor opção para o tratamento de descolamento de retina total. Este procedimento permite que o cirurgião remova o vítreo e substitua-o por uma solução de perfluorcarbono, que ajuda a manter a retina no lugar enquanto a fotocoagulação a laser é usada para reparar a rasgadura retiniana."
109,2022,Teórica II,Retina,,Qual das doenças sistêmicas abaixo está mais frequentemente associada a um quadro de estrias angioides? a) Anemia falciforme. b) Anemia megaloblástica c) Artrite reumatoide.d) Poliarterite nodosa.,"
Which of the systemic diseases below is most often associated with angioid striae? a) Sickle cell anemia. b) Megaloblastic anemia c) Rheumatoid arthritis. d) Polyarteritis nodosa.",A,A,"Angioid striae, which are breaks in Bruch's membrane in the eye, are most often associated with systemic diseases like sickle cell anemia.",A,"As estrias angioides são mais comumente associadas à anemia falciforme. Elas são pequenas rupturas na membrana de Bruch, que podem ser causadas por alterações no colágeno e na elastina, como ocorre na anemia falciforme."
110,2022,Teórica II,Plástica Ocular,,"Além da tríade clássica de blefaroptose, epicanto inverso e telecanto, qual dos achados abaixo aparece com frequência na síndrome da blefarofimose? a) Triquíase maior. b) Ectrópio lateral da pálpebra inferior. c) Obstrução lacrimal por imperfuração da válvula de Hasner. d) Encurtamento do fundo de saco conjuntival superior.","In addition to the classic triad of blepharoptosis, epicanthus inversus, and telecanthus, which of the findings below appears frequently in blepharophimosis syndrome? a) Trichiasis major. b) Lateral ectropion of the lower eyelid. c) Lacrimal obstruction due to imperforation of the Hasner valve. d) Shortening of the superior conjunctival cul-de-sac.",B,D,Shortening of the superior conjunctival cul-de-sac is a common finding in blepharophimosis syndrome. The other options are not typically associated with this condition.,D,"O encurtamento do fundo de saco conjuntival superior é um achado comum na síndrome da blefarofimose, além da tríade clássica de blefaroptose, epicanto inverso e telecanto."
111,2022,Teórica II,Plástica Ocular,,"Assinale a alternativa correta quanto a cirurgia de blefaroplastia inferior para fins estéticos.  a) Remoção da bolsa de gordura lateral tem como principal complicação a diplopia pós-operatória por lesão no obliquo inferior. b) Quando realizada por via transconjuntival há maior risco de retração palpebral. c) Maior flacidez horizontal da pálpebra na avaliação pré-operatória indica a necessidade de associação de cantoplastia lateral. d) Em pacientes jovens, que possuem maior resposta cicatricial, a via preferencial é a transcutânea.","Check the correct alternative regarding lower blepharoplasty surgery for aesthetic purposes. a) Removal of the lateral fat pad mainly suffered postoperative diplopia due to an injury to the inferior oblique. b) When performed via the transconjunctival route, there is a greater risk of eyelid retraction. c) Greater horizontal flaccidity of the head in the pre-surgical evaluation indicates the need for a lateral canthoplasty. d) In young patients, who have a greater healing response, the preferred route is transcutaneous.
",C,C,"Greater horizontal flaccidity of the head in the pre-surgical evaluation indicates the need for a lateral canthoplasty. This is because the procedure helps to tighten the lower eyelid, which can be beneficial in cases of flaccidity.",C,A maior flacidez horizontal da pálpebra na avaliação pré-operatória indica a necessidade de associação de cantoplastia lateral. Isso é porque a cantoplastia lateral pode ajudar a corrigir a flacidez e melhorar a aparência da pálpebra.
112,2022,Teórica II,Plástica Ocular,,"Escolha a alternativa correta. a) Podem ser considerados efeitos colaterais da aplicação da toxina botulínica periocular: blefaroptose aponeurótica, entrópio espástico e estrabismo restritivo. b) Diferentemente do blefaroespasmo essencial, o tratamento com drogas miorrelaxantes orais apresenta boa resposta para o espasmo hemifacial. c) A aplicação de toxina botulínica tipo B é o tratamento mais realizado para blefaroespasmo essencial. d) A aplicação adjuvante de toxina botulínica em caso de paralisia facial periférica é realizada no lado não acometido.","Choose the correct alternative. a) The following side effects of the application of periocular botulinum toxin can be considered: aponeurotic blepharoptosis, spastic entropion and restrictive strabismus. b) Unlike essential blepharospasm, treatment with oral myorelaxant drugs shows a good response to hemifacial spasm. c) The application of botulinum toxin type B is the most common treatment for essential blepharospasm. d) The adjuvant application of botulinum toxin in case of peripheral facial paralysis is performed on the unaffected side.
",D,A,"The side effects of periocular botulinum toxin application can include aponeurotic blepharoptosis, spastic entropion, and restrictive strabismus. These are known complications of the procedure.",A,"Os efeitos colaterais da aplicação da toxina botulínica periocular podem incluir blefaroptose aponeurótica, entrópio espástico e estrabismo restritivo."
113,2022,Teórica II,Plástica Ocular,,"Qual fio de sutura utilizado em cirurgias palpebrais tem maior potencial de reação inflamatória tecidual? a) Seda, por ser orgânico. b) Poliester (Mersilene®), por ser absorvível. c) Poliamida (Nylon®), por ser monofilamentar. d) Polipropilene (Prolene®), por ser multifilamentar trançado.","
Which suture thread used in eyelid surgeries has the greatest potential for tissue inflammatory reaction? a) Silk, as it is organic. b) Polyester (Mersilene®), as it is absorbable. c) Polyamide (Nylon®), as it is monofilament. d) Polypropylene (Prolene®), as it is multifilament braided.",A,A,"Silk sutures are known to cause more tissue inflammatory reaction because they are organic and can harbor bacteria, leading to a higher risk of infection and inflammation.",A,"A seda, por ser um material orgânico, tem maior potencial de causar uma reação inflamatória tecidual em comparação com os outros materiais listados, que são sintéticos."
114,2022,Teórica II,Plástica Ocular,, Assinale a alternativa correta quanto ao calázio. a) Em pacientes idosos é comum a transformação maligna para carcinoma sebáceo. b) Histologicamente caracteriza-se por inflamação crônica lipogranulomatosa. c) Na maioria das vezes origina-se de glândula apócrina atrelada aos cílios. d) Uso de ivermectina tópica em pomada é o tratamento clínico preferido devido a associação demonstrada com o ácaro Demodex foliculorum.,"Mark the correct alternative regarding the chalazion. a) In elderly patients, malignant transformation to sebaceous carcinoma is common. b) Histologically, it is characterized by chronic lipogranulomatous inflammation. c) In most cases, it originates from the apocrine gland attached to the eyelashes. d) Use of topical ivermectin in ointment is the preferred clinical treatment due to the demonstrated association with the Demodex folliculorum mite.
",B,B,"A chalazion is a lump in the eyelid that is caused by inflammation of a gland within the skin. Histologically, it is characterized by chronic lipogranulomatous inflammation. The other options are incorrect. A chalazion is not commonly associated with malignant transformation to sebaceous carcinoma, it does not originate from the apocrine gland attached to the eyelashes, and topical ivermectin is not the preferred clinical treatment.",B,"O calázio é uma inflamação crônica lipogranulomatosa das glândulas de Meibômio, que são glândulas sebáceas modificadas localizadas nas pálpebras. As outras opções são incorretas. A opção A é falsa porque a transformação maligna para carcinoma sebáceo é rara. A opção C é falsa porque o calázio se origina das glândulas de Meibômio, não das glândulas apócrinas. A opção D é falsa porque a ivermectina tópica não é o tratamento preferido para o calázio."
115,2022,Teórica II,Plástica Ocular,,"Mulher de 60 anos com contrações tônico-clônicas que se iniciaram na musculatura periocular à direita e em três meses evoluiram para toda a hemiface. Embora as contrações variem durante o dia, geralmente não a deixam dormir, pois ""não param a noite"". Assinale a alternativa correta. a) Trata-se de um caso de blefaroespasmo essencial benigno. b) As contrações tendem a acometer progressivamente o lado contralateral e tornarem-se bilaterais e simétricas. c) Uma possível causa é compressão intracraniana vascular do nervo facial ipsolateral. d) Medicações que modulam produção de serotonina nos núcleos da base, embora não sejam completamente efetivas, auxiliam no controle das contrações.","A 60-year-old woman with tonic-clonic contractions that started in the periocular muscles on the right and in three months progressed to the entire hemiface. Although the contractions vary during the day, they usually don't let her sleep, as they ""don't stop at night"". Tick ​​the correct alternative. a) This is a case of benign essential blepharospasm. b) Contractions tend to progressively affect the contralateral side and become bilateral and symmetrical. c) A possible cause is intracranial vascular compression of the ipsilateral facial nerve. d) Medications that modulate serotonin production in the basal nuclei, although not completely effective, help control contractions.
",C,A,"The symptoms described are consistent with benign essential blepharospasm, a condition characterized by involuntary contractions of the muscles around the eyes. The contractions can vary in intensity and frequency, and can interfere with sleep. The other options are not as consistent with the symptoms described.",C,"A compressão intracraniana vascular do nervo facial ipsolateral pode causar contrações musculares, como descrito no caso. As outras opções não se aplicam corretamente ao caso descrito."
