ID,year,test,theme,subtheme,portuguese,spanish,english,tagalog,answer,responses_portuguese_0,responses_portuguese_1,responses_portuguese_2,responses_portuguese_3,responses_portuguese_4,responses_portuguese_5,responses_portuguese_6,responses_portuguese_7,responses_portuguese_8,responses_portuguese_9,responses_portuguese_10,responses_spanish_0,responses_spanish_1,responses_spanish_2,responses_spanish_3,responses_spanish_4,responses_spanish_5,responses_spanish_6,responses_spanish_7,responses_spanish_8,responses_spanish_9,responses_spanish_10,responses_english_0,responses_english_1,responses_english_2,responses_english_3,responses_english_4,responses_english_5,responses_english_6,responses_english_7,responses_english_8,responses_english_9,responses_english_10,responses_tagalog_0,responses_tagalog_1,responses_tagalog_2,responses_tagalog_3,responses_tagalog_4,responses_tagalog_5,responses_tagalog_6,responses_tagalog_7,responses_tagalog_8,responses_tagalog_9,responses_tagalog_10
136,2022,Teórica II,Córnea,,"Infestação palpebral pelo Phtirus pubis, pode ser tratada, preferencialmente, com qual das opções abaixo?

a)Doxiciclina via oral.
b)Xampu a base de óleo de melaleuca (tea tree oil).
c)Múltiplas sessões de aplicação de luz pulsada regulada, de alta intensidade (IRPL), na região periocular.
d)Ivermectina via oral.","La infestación de párpados por Phtirus pubis se puede tratar, preferiblemente, ¿con cuál de las siguientes opciones?

a) Doxiciclina oral.
b) Champú a base de aceite de árbol de té.
c) Múltiples sesiones de aplicación de luz pulsada regulada de alta intensidad (IRPL) en la región periocular.
d) Ivermectina por vía oral.","Palpebral infestation by Phtirus pubis, can be preferably treated with which of the options below?

a) Doxycycline orally.
b) Tea tree oil-based shampoo.
c) Multiple sessions of application of high-intensity regulated pulsed light (IRPL) in the periocular region.
d) Ivermectin orally. ","Palpebral infestation ni Phtirus pubis, maaaring mas mabuti na tratuhin kung alin sa mga pagpipilian sa ibaba?

a) Doxycycline pasalita.
b) shampoo na batay sa langis ng puno ng langis.
c) Maramihang mga sesyon ng aplikasyon ng high-intensity na regulated pulsed light (IRPL) sa rehiyon ng periocular.
d) Ivermectin pasalita.",D,a,a,a,a,d,b,b,a,b,b,a,a,b,C,a,A,a,A,A,b,a,A,c,A,D,A,A,Doxycycline orally.,A,B,A,b,A,b,a,a,a,b,a,b,b,a,c,a
137,2022,Teórica II,Córnea,,"Com relação às manifestações das conjuntivites, é correto afirmar:
a)Na ceratoconjuntivite vernal, a hipertrofia papilar ocorre frequentemente tanto na conjuntiva tarsal superior quanto na inferior, com aspecto e intensidade semelhantes.
b)Na conjuntivite papilar gigante secundária ao uso de próteses oculares, lentes de contato e fios de sutura, raramente a conjuntiva tarsal inferior apresenta hipertrofia papilar.
c)Na dermatoceratoconjuntivite atópica a hipertrofia papilar ocorre caracteristicamente na conjuntiva tarsal superior.
d)Conjuntivite alérgica perene frequentemente desenvolve papilas, localizadas geralmente na conjuntiva tarsal superior, com diâmetro superior a um milímetro.","Respecto a las manifestaciones de la conjuntivitis, es correcto afirmar:
a) En la queratoconjuntivitis vernal la hipertrofia papilar se produce con frecuencia tanto en la conjuntiva tarsal superior como en la inferior, con apariencia e intensidad similares.
b) En la conjuntivitis papilar gigante secundaria al uso de prótesis oculares, lentes de contacto y suturas, la conjuntiva tarsal inferior rara vez presenta hipertrofia papilar.
c) En la dermatoqueratoconjuntivitis atópica, la hipertrofia papilar se produce característicamente en la conjuntiva tarsal superior.
d) La conjuntivitis alérgica perenne suele desarrollar papilas, generalmente situadas en la conjuntiva tarsal superior, con un diámetro superior a un milímetro.","Regarding the manifestations of conjunctivitis, it is correct to state:
a) In vernal keratoconjunctivitis, papillary hypertrophy often occurs in both the upper and lower tarsal conjunctiva, with similar appearance and intensity.
b) In giant papillary conjunctivitis secondary to the use of ocular prostheses, contact lenses and suture threads, the lower tarsal conjunctiva rarely presents papillary hypertrophy.
c) In atopic dermatokeratoconjunctivitis, papillary hypertrophy characteristically occurs in the upper tarsal conjunctiva.
d) Perennial allergic conjunctivitis often develops papillae, usually located in the upper tarsal conjunctiva, with a diameter greater than one millimeter.","Tungkol sa mga pagpapakita ng conjunctivitis, tama ito sa estado:
a) Sa vernal keratoconjunctivitis, ang papillary hypertrophy ay madalas na nangyayari sa parehong itaas at mas mababang tarsal conjunctiva, na may katulad na hitsura at intensity.
b) Sa higanteng papillary conjunctivitis pangalawa sa paggamit ng ocular prostheses, contact lens at suture thread, ang mas mababang tarsal conjunctiva ay bihirang nagtatanghal ng papillary hypertrophy.
c) Sa atopic dermatokeratoconjunctivitis, ang papillary hypertrophy na characteristically ay nangyayari sa itaas na tarsal conjunctiva.
d) Ang pangmatagalang allergy conjunctivitis ay madalas na bubuo ng papillae, na karaniwang matatagpuan sa itaas na tarsal conjunctiva, na may diameter na mas malaki kaysa sa isang milimetro.",B,A,A,d,a,b,c,a,a,c,B,b,a,B,a,a,a,b,c,a,A,a,a,a,c,a,d,a,c,a,a,D,a,A,b,d,a,A,b,a,A,A,A,d,b
138,2022,Teórica II,Córnea,,"Com relação às conjuntivites adenovirais, é correto afirmar:
a)A remoção de pseudomembranas está associada a maior risco de formação de simbléfaro e por isso deve ser evitada.
b)Uso de corticosteroides tópicos de baixa concentração está indicado para prevenção do aparecimento de pseudomembranas, e por isso, eles são prescritos logo após o início dos sintomas.
c)Corticosteroides tópicos, utilizados na fase aguda, favorecem replicação viral com aumento da carga viral na superfície ocular.
d)Estudos controlados demonstraram eficácia do uso do cetorolaco 0,5% na fase aguda da conjuntivite para alívio dos sintomas, com redução da duração do período de contágio, em comparação ao uso de colírios lubrificantes.","Respecto a la conjuntivitis adenoviral, es correcto afirmar:
a) La eliminación de pseudomembranas se asocia con un mayor riesgo de formación de simbléfaron y, por tanto, debe evitarse.
b) El uso de corticoides tópicos de baja concentración está indicado para prevenir la aparición de pseudomembranas, por lo que se prescriben poco después del inicio de los síntomas.
c) Los corticoides tópicos, utilizados en la fase aguda, favorecen la replicación viral con un aumento de la carga viral en la superficie ocular.
d) Estudios controlados han demostrado la eficacia del uso de ketorolaco al 0,5% en la fase aguda de la conjuntivitis para aliviar los síntomas, con una reducción de la duración del período de contagio, en comparación con el uso de colirios lubricantes.","Regarding adenoviral conjunctivitis, it is correct to state:
a) The removal of pseudomembranes is associated with a higher risk of symblepharon formation and therefore should be avoided.
b) Use of low-concentration topical corticosteroids is indicated to prevent the appearance of pseudomembranes, and therefore, they are prescribed soon after the onset of symptoms.
c) Topical corticosteroids, used in the acute phase, favor viral replication with increased viral load on the ocular surface.
d) Controlled studies have shown the effectiveness of using ketorolac 0.5% in the acute phase of conjunctivitis to relieve symptoms, with a reduction in the duration of the contagion period, compared to the use of lubricating eye drops.","Tungkol sa adenoviral conjunctivitis, tama ito sa estado:
a) Ang pag -alis ng pseudomembranes ay nauugnay sa isang mas mataas na peligro ng pagbuo ng symptlepharon at samakatuwid ay dapat iwasan.
b) Ang paggamit ng mababang-konsentrasyon na pangkasalukuyan na corticosteroids ay ipinahiwatig upang maiwasan ang hitsura ng mga pseudomembranes, at samakatuwid, inireseta sila sa lalong madaling panahon pagkatapos ng pagsisimula ng mga sintomas.
c) Mga pangkasalukuyan na corticosteroids, na ginamit sa talamak na yugto, pabor sa viral na pagtitiklop na may pagtaas ng pag -load ng viral sa ocular na ibabaw.
d) Ang mga kinokontrol na pag -aaral ay nagpakita ng pagiging epektibo ng paggamit ng ketorolac 0.5% sa talamak na yugto ng conjunctivitis upang mapawi ang mga sintomas, na may pagbawas sa tagal ng panahon ng contagion, kumpara sa paggamit ng mga nagpapadulas na mga patak ng mata.",C,c,d,a,d,b,d,D,b,b,b,d,b,d,b,d,d,C,a,c,d,d,a,b,c,b,A,b,b,b,B,b,a,a,d,b,c,d,a,a,c,d,a,A,B
139,2022,Teórica II,Córnea,,"Considerando os transplantes de córnea realizados com finalidade óptica, qual a associação mais adequada?

I. Distrofia de Fuchs.
II. Distrofia granular.
III. Opacidade após hidrópsia.
IV. Ceratopatia bolhosa.

A- Indicação para realização de transplante lamelar posterior.
B- Contraindicação para a realização de transplante lamelar anterior profundo.
C- Contraindicação para realização de transplante lamelar anterior superficial.
D- Indicação para a realização de transplante lamelar anterior profundo.

a)I: A, II: B, III: D, IV: C.
b)I: B, II: D, III: C, IV: A.
c)I: C, II: A, III: D, IV: B.
d)I: D, II: C, III: A, IV: B.","Teniendo en cuenta los trasplantes corneales realizados con fines ópticos, ¿cuál es la asociación más apropiada?

I. Distrofia Fuchs.
II.Distrofia granular.
Iii.Opacidad después de la hidropiedad.
IV.queratopatía ampollosa.

A- Indicación para el trasplante lamelar posterior.
B- Contraindicación para realizar un trasplante lamelar anterior profundo.
C-contraindicación para realizar un trasplante lamelar anterior superficial.
D-indicación para un trasplante lamelar anterior profundo.

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B.","Considering corneal transplants performed for optical purposes, what is the most appropriate association?

I. Fuchs dystrophy.
II. granular dystrophy.
III. Opacity after hydrops.
IV. bullous keratopathy.

A- Indication for posterior lamellar transplantation.
B- Contraindication for performing a deep anterior lamellar transplant.
C- Contraindication for performing a superficial anterior lamellar transplant.
D- Indication for deep anterior lamellar transplantation.

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B.","Isinasaalang -alang ang mga transplants ng corneal na isinagawa para sa mga optical na layunin, ano ang pinaka -angkop na samahan?

I. Fuchs Dystrophy.
II.Granular Dystrophy.
III.Opacity pagkatapos ng hydrops.
IV.bullous keratopathy.

A-indikasyon para sa posterior lamellar transplantation.
B- Contraindication para sa pagsasagawa ng isang malalim na anterior lamellar transplant.
C- Contraindication para sa pagsasagawa ng isang mababaw na anterior lamellar transplant.
D- Indikasyon para sa malalim na anterior lamellar transplantation.

a) I: A, II: B, III: D, IV: C.
b) I: B, II: D, III: C, IV: A.
c) I: C, II: A, III: D, IV: B.
d) I: D, II: C, III: A, IV: B.",B,a,a,"a) I: A, II: B, III: D, IV: C.",a,b,b,C,b,a,b,a,a,b,a,a,b,a,a,a,a,d,a,c,a,a,a,a,a,a,a,"b) I: B, II: D, III: C, IV: A.",a,a,a,a,a,a,a,a,a,a,a,a,a
140,2022,Teórica II,Córnea,,"Com relação ao herpes zoster oftálmico, é correto afirmar:
a)No tratamento de pacientes adultos imunocompetentes quando realizado com o valaciclovir, é utilizada a dose total diária de 3 g.
b)A endotelite disciforme, seguida da úlcera neurotrófica, são as duas manifestações clínicas mais frequentes do comprometimento da córnea, considerando os dois primeiros meses após o início da infecção.
c)O sinal de Hutchinson indica comprometimento dos ramos maxilar e mandibular do nervo trigêmeo e sinaliza aumento de probabilidade do acometimento ocular durante a infecção.
d)Um único dermátomo será acometido numa mesma ocorrência da infecção.","Respecto al herpes zoster oftálmico es correcto afirmar:
a) En el tratamiento de pacientes adultos inmunocompetentes cuando se realiza con valaciclovir se utiliza una dosis total diaria de 3 g.
b) La endotelitis disciforme, seguida de las úlceras neurotróficas, son las dos manifestaciones clínicas más frecuentes de afectación corneal, considerando los dos primeros meses del inicio de la infección.
c) El signo de Hutchinson indica afectación de las ramas maxilar y mandibular del nervio trigémino y señala una mayor probabilidad de afectación ocular durante la infección.
d) Un solo dermatoma se verá afectado en la misma aparición de infección.","Regarding ophthalmic herpes zoster, it is correct to state:
a) In the treatment of immunocompetent adult patients when performed with valaciclovir, a total daily dose of 3 g is used.
b) Disciform endothelitis, followed by neurotrophic ulcer, are the two most frequent clinical manifestations of corneal involvement, considering the first two months after the onset of infection.
c) Hutchinson's sign indicates involvement of the maxillary and mandibular branches of the trigeminal nerve and indicates an increased probability of ocular involvement during infection.
d) A single dermatome will be affected in the same occurrence of the infection.","Tungkol sa ophthalmic herpes zoster, tama itong sabihin:
a) Sa paggamot ng mga pasyente ng immunocompetent na may sapat na gulang kapag ginanap kasama ang Valaciclovir, isang kabuuang pang -araw -araw na dosis ng 3 g ang ginagamit.
b) Ang disciform endothelitis, na sinusundan ng neurotrophic ulser, ay ang dalawang madalas na klinikal na pagpapakita ng pagkakasangkot ng corneal, isinasaalang -alang ang unang dalawang buwan pagkatapos ng pagsisimula ng impeksyon.
c) Ang pag -sign ni Hutchinson ay nagpapahiwatig ng paglahok ng maxillary at mandibular na mga sanga ng trigeminal nerve at nagpapahiwatig ng isang pagtaas ng posibilidad ng pagkakasangkot sa ocular sa panahon ng impeksyon.
d) Ang isang solong dermatome ay maaapektuhan sa parehong paglitaw ng impeksyon.",A,C,a,A,c,c,c,c,A,c,A,a,a,a,b,A,b,c,a,c,a,c,A,"a,b,c,d",c,A,c,a,A,c,C,c,"a, b, c",c,a,b,c,d,a,A,d,a,d,a,c
141,2022,Teórica II,Cirurgia Refrativva,,"Em relação aos exames pré-operatórios em cirurgia refrativa, assinale a alternativa correta.
a)A topografia de disco de Plácido gera o mapa paquimétrico ou de espessura corneana.
b)A topografia de disco de Plácido e o sistema de Scheimpflug são capazes de gerar tanto os mapas axiais como os tangenciais da córnea.
c)Os mapas gerados pela topografia de disco de Plácido são derivados da reflexão da face anterior e posterior da córnea.
d)O sistema de Scheimpflug avalia a curvatura anterior, o mapa de espessura, mas não a face posterior.","Respecto a los exámenes preoperatorios en cirugía refractiva, seleccionar la alternativa correcta.
a) La topografía del disco de Plácido genera el mapa paquimétrico o de espesor corneal.
b) La topografía del disco de Plácido y el sistema de Scheimpflug son capaces de generar mapas tanto axiales como tangenciales de la córnea.
c) Los mapas generados por la topografía del disco de Plácido se derivan del reflejo de la superficie anterior y posterior de la córnea.
d) El sistema Scheimpflug evalúa la curvatura anterior, el mapa de espesor, pero no la cara posterior.","Regarding preoperative exams in refractive surgery, mark the correct alternative.
a) Placido disc topography generates the pachymetric or corneal thickness map.
b) Placido's disc topography and the Scheimpflug system are capable of generating both axial and tangential maps of the cornea.
c) The maps generated by Plácido's disk topography are derived from the reflection of the anterior and posterior surface of the cornea.
d) The Scheimpflug system evaluates the anterior curvature, the thickness map, but not the posterior face.","Tungkol sa preoperative exams sa refractive surgery, markahan ang tamang alternatibo.
a) Ang topograpikong disc ng Placido ay bumubuo ng mapa ng pachymetric o corneal na kapal.
b) Ang topograpiya ng disc ng Placido at ang Scheimpflug system ay may kakayahang makabuo ng parehong mga axial at tangential na mga mapa ng kornea.
c) Ang mga mapa na nabuo ng topograpikong disk ng plácido ay nagmula sa pagmuni -muni ng anterior at posterior na ibabaw ng kornea.
d) Sinusuri ng Scheimpflug system ang anterior curvature, ang mapa ng kapal, ngunit hindi ang posterior face.",B,b,B,C,c,c,b,b,c,b,a,B,b,d,A,c,b,B,b,A,c,B,A,a,a,c,A,a,b,c,a,a,b,b,A,a,B,b,b,a,b,c,b,b,b
142,2022,Teórica II,Cirurgia Refrativa,,"Qual das condições abaixo tem seu risco aumentado após cirurgia de LASIK?
a)Catarata.
b)Glaucoma.
c)Olho seco.
d)Descolamento de retina.","¿Cuál de las condiciones a continuación tiene un mayor riesgo después de la cirugía LASIK?
a) catarata.
b) Glaucoma.
c) ojo seco.
d) Detapa de la retina.","Which of the conditions below is at increased risk after LASIK surgery?
a) Cataract.
b) Glaucoma.
c) Dry eye.
d) retinal detachment.","Alin sa mga kundisyon sa ibaba ang nasa pagtaas ng peligro pagkatapos ng operasyon ng LASIK?
a) katarata.
b) glaucoma.
c) dry eye.
d) retinal detachment.",C,A,d,c,"a, d",a,"a, b",D,a,a,A,d,b,c,c,A,d,c,b,b,A,A,c,a,B,A,B,A,"c, d",a,D,"a,b,c,d",c,b,b,b,b,d,A,a,a,a,b,b,a
143,2022,Teórica II,Lentes de Contato,,"Em relação ao uso de lente de contato terapêutica, assinale a alternativa correta.
a)As lentes de silicone-hidrogel potencializam a ação de medicamentos.
b)No caso de perfuração ocular a lente não deve ser utilizada sem a associação com adesivo tecidual ou sutura.
c)Nos casos de defeitos epiteliais a troca é diária.
d)Sua adaptação é realizada com maiores trocas que a habitual.","Respecto al uso de lentes de contacto terapéuticos, seleccionar la alternativa correcta.
a) Las lentes de hidrogel de silicona mejoran la acción de los medicamentos.
b) En caso de perforación ocular, la lente no debe usarse sin asociación con adhesivo tisular o sutura.
c) En los casos de defectos epiteliales, el intercambio es diario.
d) Su adaptación se realiza con cambios mayores que los habituales.","Regarding the use of therapeutic contact lenses, mark the correct alternative.
a) Silicone-hydrogel lenses potentiate the action of medications.
b) In the case of ocular perforation, the lens must not be used without association with tissue adhesive or suture.
c) In cases of epithelial defects, the change is daily.
d) Its adaptation is carried out with greater changes than usual.","Tungkol sa paggamit ng mga therapeutic contact lens, markahan ang tamang kahalili.
a) Ang mga lente ng silicone-hydrogel ay may potensyal na pagkilos ng mga gamot.
b) Sa kaso ng ocular perforation, ang lens ay hindi dapat gamitin nang walang kaugnayan sa tissue adhesive o suture.
c) Sa mga kaso ng mga depekto sa epithelial, araw -araw ang pagbabago.
d) Ang pagbagay nito ay isinasagawa na may mas malaking pagbabago kaysa sa dati.",A,b,b,b,b,a,a,b,a,a,b,a,A,A,a,a,a,b,a,A,B,a,B,a,A,b,A,b,b,b,c,a,b,D,b,A,A,A,b,A,c,b,A,c,c
144,2022,Teórica II,Lentes de Contato,,"Um paciente com a ceratometria de 44,00/48,00 optou por adaptação de lente de contato. Foi adaptada uma de curva base 45,00. É correto afirmar que:
a)A lente lacrimal formada será de +3,00 dioptrias, uma vez que a diferença entre o meridiano mais curvo da lente e a curva base corresponde a esse valor.
b)O conceito de K se aplica ao meridiano mais plano, e sua diferença com a curva base resulta em uma lente positiva de +1,00 dioptria.
c)O paciente com esse valor de ceratometria não poderia usar lentes de contato, uma vez que há ectasia corneana muito importante.
d)O valor do meridiano mais curvo da lente da córnea é chamado de K, e lentes adaptadas com curva base mais curva que K formam uma lente lacrimal com poder dióptrico de -1,00 Dioptria.","Un paciente con queratometría de 44,00/48,00 optó por la adaptación de lentes de contacto. Se adaptó uno con una curva base de 45.00. Es correcto afirmar que:
a) La lente lagrimal formada será de +3,00 dioptrías, ya que a este valor corresponde la diferencia entre el meridiano más curvo de la lente y la curva base.
b) El concepto de K se aplica al meridiano más plano, y su diferencia con la curva base da como resultado una lente positiva de +1,00 dioptría.
c) El paciente con este valor de queratometría no podría utilizar lentes de contacto, ya que presenta una ectasia corneal muy importante.
d) El valor del meridiano más curvado del cristalino corneal se denomina K, y las lentes adaptadas con una curva de base más curvada que K forman una lente lagrimal con poder dióptrico de -1,00 Dioptría.","One patient with a keratometry of 44.00/48.00 opted for contact lens fitting. One with a base curve of 45.00 was adapted. It is correct to say that:
a) The lacrimal lens formed will be +3.00 diopters, since the difference between the most curved meridian of the lens and the base curve corresponds to this value.
b) The concept of K applies to the flattest meridian, and its difference with the base curve results in a positive lens of +1.00 diopter.
c) The patient with this keratometry value could not wear contact lenses, since there is very important corneal ectasia.
d) The value of the most curved meridian of the corneal lens is called K, and adapted lenses with a base curve more curved than K form a lacrimal lens with a dioptric power of -1.00 Diopter.","Isang pasyente na may isang keratometry na 44.00/48.00 na napili para sa contact lens fitting.Ang isa na may base curve na 45.00 ay inangkop.Tama na sabihin iyon:
a) Ang lacrimal lens na nabuo ay +3.00 diopters, dahil ang pagkakaiba sa pagitan ng pinaka -hubog na meridian ng lens at ang curve ng base ay tumutugma sa halagang ito.
b) Ang konsepto ng K ay nalalapat sa patag na meridian, at ang pagkakaiba nito sa base curve ay nagreresulta sa isang positibong lens ng +1.00 diopter.
c) Ang pasyente na may halagang keratometry na ito ay hindi maaaring magsuot ng mga contact lens, dahil may napakahalagang corneal ectasia.
d) Ang halaga ng pinaka -hubog na meridian ng corneal lens ay tinatawag na K, at inangkop ang mga lente na may isang base curve na mas hubog kaysa k bumubuo ng isang lacrimal lens na may isang dioptric na kapangyarihan na -1.00 diopter.",B,b,a,a,a,a,c,d,a,a,a,a,a,a,a,a,d,b,a,a,a,d,a,d,a,b,d,a,d,d,d,c,A,a,b,c,a,d,c,b,b,d,c,d,d
145,2022,Teórica II,Lentes de Contato,,"Um paciente apresenta na refração estática -8,00 dioptria esferica em ambos os olhos e pretende utilizar lentes de contato. Com relação aos óculos, o grau da sua lente de contato será:
a)-7,50 Dioptrias.
b)-8,00 Dioptrias.
c)-8,50 Dioptrias.
d)Não é possível determinar a graduação da lente sem a realização da topografia de córnea.","Un paciente tiene una refracción estática de -8,00 dioptrías esféricas en ambos ojos y tiene intención de utilizar lentes de contacto. Respecto a las gafas, la graduación de tus lentes de contacto será:
a)-7,50 Dioptrías.
b)-8,00 Dioptrías.
c)-8,50 Dioptrías.
d) No es posible determinar la prescripción del cristalino sin realizar una topografía corneal.","A patient has a static refraction of -8.00 spherical dioptry in both eyes and intends to wear contact lenses. With regard to glasses, your contact lens prescription will be:
a)-7.50 Dioptres.
b)-8.00 Dioptres.
c)-8.50 Dioptres.
d) It is not possible to determine lens graduation without performing corneal topography.","Ang isang pasyente ay may isang static na pagwawasto ng -8.00 spherical dioptry sa parehong mga mata at balak na magsuot ng mga contact lens.Kaugnay ng baso, ang iyong reseta ng contact lens ay:
a) -7.50 dioptres.
b) -8.00 dioptres.
c) -8.50 dioptres.
d) Hindi posible na matukoy ang pagtatapos ng lens nang hindi nagsasagawa ng topograpikong corneal.",A,d,a,c,b,d,d,b,b,b,c,d)Não é possível determinar a graduação da lente sem a realização da topografia de córnea.,b,a,a,a,a,a,"a) 7,50 Dioptrías",d,a,d,b,b,d,d,c) 8.50 Dioptres.,d,c,a,b,a,b,d,B,a,a,c,b,b,b,a,b,b,b
146,2022,Teórica II,Estrabismo,,"Com relação à exotropia intermitente, assinale a alternativa correta.
a)Exercícios ortópticos são contraindicados se houver insuficiência de convergência.
b)Resolve-se espontaneamente na grande maioria dos casos.
c)O tratamento com oclusão é contraindicado se não houver ambliopia.
d)O uso de lentes negativas (ou hipermetropização), proporciona melhor resultado se a relação convergência acomodativa/acomodação for alta.","En cuanto a la exotropía intermitente, seleccione la alternativa correcta.
a) Los ejercicios ortópticos están contraindicados si la convergencia es insuficiente.
b) Se resuelve espontáneamente en la gran mayoría de los casos.
c) El tratamiento con oclusión está contraindicado si no hay ambliopía.
d) El uso de lentes negativas (o hiperopización) proporciona mejores resultados si la relación convergencia/acomodación acomodativa es alta.","
Regarding intermittent exotropia, mark the correct alternative.
a) Orthoptic exercises are contraindicated if there is insufficient convergence.
b) It resolves spontaneously in the vast majority of cases.
c) Treatment with occlusion is contraindicated if there is no amblyopia.
d) The use of negative lenses (or farsightedness) provides better results if the accommodative convergence/accommodation ratio is high.","Tungkol sa pansamantalang exotropia, markahan ang tamang kahalili.
a) Ang mga pagsasanay sa orthoptic ay kontraindikado kung walang sapat na tagpo.
b) Ito ay lutasin nang kusang sa karamihan ng mga kaso.
c) Ang paggamot na may occlusion ay kontraindikado kung walang amblyopia.
d) Ang paggamit ng mga negatibong lente (o farsightedness) ay nagbibigay ng mas mahusay na mga resulta kung mataas ang accommodative convergence/accommodation ratio.",D,a,A,a,d,a,b,a,A,a,A,b,a,a,a,a,a,b,a,a,d,a,a,a,A,A,a,d,a,a,d,a,b,a,d,b,c,b,A,c,d,c,A,a,d
147,2022,Teórica II,Estrabismo,,"Entre os achados abaixo, qual está associado a função binocular sensorial considerada como a mais refinada:
a)Estereopsia.
b)Fusão binocular.
c)Diplopia.
d)Percepção macular simultânea.","Entre los hallazgos a continuación, el que está asociado con la función sensorial binocular se considera el más refinado:
a) Estereopsis.
b) Fusión binocular.
c) Diplopía.
d) Percepción macular simultánea.","Among the findings below, which one is associated with the sensory binocular function considered to be the most refined:
a) Stereopsis.
b) Binocular fusion.
c) Diplopia.
d) Simultaneous macular perception.","Kabilang sa mga natuklasan sa ibaba, na kung saan ang isa ay nauugnay sa sensory binocular function na itinuturing na pinaka pinino:
a) Stereopsis.
b) Binocular fusion.
c) Diplopia.
d) sabay -sabay na macular na pang -unawa.",A,c,c,B,A,A,a,a,a,a,d,d,A,c,A,A,c,c,A,A,c,a,A,a,A,A,a,A,a,a,A,a,A,d,a,A,A,A,A,b,a,a,a,A,A
148,2022,Teórica II,Estrabismo,,"Com relação à correspondência retiniana anômala, assinale a alternativa correta.
a)É um fenômeno de adaptação sensorial monocular.
b)É mais frequente nos desvios de pequeno ângulo.
c)É considerada fator protetor de diplopia no pós-operatório de cirurgia de estrabismo.
d)É considerada fator protetor de recidiva no pós-operatório de cirurgia de estrabismo.","En caso de correspondencia retiniana anómala, seleccione la alternativa correcta.
a) Es un fenómeno de adaptación sensorial monocular.
b) Es más común en pequeñas desviaciones de ángulo.
c) Se considera un factor protector frente a la diplopía en el postoperatorio de cirugía de estrabismo.
d) Se considera un factor protector contra la recurrencia en el postoperatorio de cirugía de estrabismo.","Regarding the anomalous retinal correspondence, mark the correct alternative.
a) It is a phenomenon of monocular sensory adaptation.
b) It is more frequent in small angle deviations.
c) It is considered a protective factor for diplopia in the postoperative period of strabismus surgery.
d) It is considered a protective factor against recurrence in the postoperative period of strabismus surgery.","Tungkol sa anomalyang retinal na sulat, markahan ang tamang kahalili.
a) Ito ay isang kababalaghan ng monocular sensory adaptation.
b) Ito ay mas madalas sa maliit na anggulo ng mga paglihis.
c) Ito ay itinuturing na isang proteksiyon na kadahilanan para sa diplopia sa panahon ng postoperative ng operasyon ng strabismus.
d) Ito ay itinuturing na isang proteksiyon na kadahilanan laban sa pag -ulit sa panahon ng postoperative na panahon ng operasyon ng strabismus.",B,b,c,b,c,a,a,a,C,b,b,b,b,b,b,a,c,C,a,b,a,b,c,A,b,a,d,A,a,a,a,B,a,b,c,a,b,A,a,b,a,a,c,b,a
149,2022,Teórica II,Estrabismo,,"Qual das complicações abaixo é mais frequente após injeção de toxina botulínica no músculo reto medial?
a)Blefaroptose.
b)Hemorragia retrobulbar.
c)Midríase.
d)Miose.","¿Cuál de las siguientes complicaciones es más común después de la inyección de toxina botulínica en el músculo recto medial?
a) Blefaroptosis.
b) Hemorragia retrobulbar.
c) Midriasis.
d) Miosis.","Which of the following complications is most frequent after injection of botulinum toxin into the medial rectus muscle?
a) Blepharoptosis.
b) Retrobulbar hemorrhage.
c) Mydriasis.
d) Miosis.","Alin sa mga sumusunod na komplikasyon ang madalas pagkatapos ng pag -iniksyon ng botulinum toxin sa medial rectus na kalamnan?
a) Blepharoptosis.
b) Retrobulbar hemorrhage.
c) Mydriasis.
d) Miosis.",A,b,d,d,a,c,b,b,b,b,D,A,a,a,a,d,A,D,b,b,c,b,b,B,b,A,A,B,a,B,a,c,a,B,B,d,a,a,A,a,a,b,d,a,a
